"gene_id","Sample","expression","condition"
"MAGEA2","Mel_32",-4.60517018598809,"melanoma"
"MAGEA2","Mel_33",-4.60517018598809,"melanoma"
"MAGEA2","Mel_34",2.39977743742789,"melanoma"
"MAGEA2","Mel_35",1.31410105232857,"melanoma"
"MAGEA2","Mel_36",-4.60517018598809,"melanoma"
"MAGEA2","Mel_37",-2.860283556864,"melanoma"
"MAGEA2","Mel_38",-4.60517018598809,"melanoma"
"MAGEA2","Mel_39",-2.68266595966761,"melanoma"
"MAGEA2","Mel_40",-4.60517018598809,"melanoma"
"MAGEA2","Mel_41",5.1379043028064,"melanoma"
"MAGEA2","Mel_42",4.43493674086153,"melanoma"
"MAGEA2","Mel_43",3.53439531751225,"melanoma"
"MAGEA2","Mel_44",2.01519671019066,"melanoma"
"MAGEA2","Mel_45",6.21126754081968,"melanoma"
"MAGEA2","Mel_46",6.13375723950694,"melanoma"
"MAGEA2","Mel_47",-4.60517018598809,"melanoma"
"MAGEA2","Mel_48",4.94195093280279,"melanoma"
"MAGEA2","Mel_49",-4.60517018598809,"melanoma"
"MAGEA2","Mel_50",-2.73344883048737,"melanoma"
"MAGEA2","Mel_51",-4.60517018598809,"melanoma"
"MAGEA2","Mel_52",-4.60517018598809,"melanoma"
"MAGEA2","Mel_53",-4.60517018598809,"melanoma"
"MAGEA2","Mel_54",3.46612143681384,"melanoma"
"MAGEA2","Mel_55",0.131059226847295,"melanoma"
"MAGEA2","Mel_56",3.6485737927302,"melanoma"
"MAGEA2","Mel_57",-4.60517018598809,"melanoma"
"MAGEA2","Naevi_1",-4.60517018598809,"naevi"
"MAGEA2","Naevi_2",-4.60517018598809,"naevi"
"MAGEA2","Naevi_3",-4.60517018598809,"naevi"
"MAGEA2","Naevi_4",-4.60517018598809,"naevi"
"MAGEA2","Naevi_5",-4.60517018598809,"naevi"
"MAGEA2","Naevi_6",-4.60517018598809,"naevi"
"MAGEA2","Naevi_7",-4.60517018598809,"naevi"
"MAGEA2","Naevi_8",-4.60517018598809,"naevi"
"MAGEA2","Naevi_9",-4.60517018598809,"naevi"
"MAGEA2","Naevi_10",-4.60517018598809,"naevi"
"MAGEA2","Naevi_11",-4.60517018598809,"naevi"
"MAGEA2","Naevi_12",-4.60517018598809,"naevi"
"MAGEA2","Naevi_13",-4.60517018598809,"naevi"
"MAGEA2","Naevi_14",-4.60517018598809,"naevi"
"MAGEA2","Naevi_15",-4.60517018598809,"naevi"
"MAGEA2","Naevi_16",-4.60517018598809,"naevi"
"MAGEA2","Naevi_17",-4.60517018598809,"naevi"
"MAGEA2","Naevi_18",-4.60517018598809,"naevi"
"MAGEA2","Naevi_19",-4.60517018598809,"naevi"
"MAGEA2","Naevi_20",-4.60517018598809,"naevi"
"MAGEA2","Naevi_21",-4.60517018598809,"naevi"
"MAGEA2","Naevi_22",-4.60517018598809,"naevi"
"MAGEA2","Naevi_23",-4.60517018598809,"naevi"
