"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","short_ensembl","symbol"
"ENSG00000198722.15",3579.18486307664,-0.300306134108076,0.169768495329648,-1.76891556660709,0.0769079660017989,0.370368244089879,"ENSG00000198722.15","ENSG00000198722","UNC13B"
"ENSG00000288559.1",82.0867950578618,-0.335101101571623,0.189437492947,-1.76892702895607,0.076906052882537,0.370368244089879,"ENSG00000288559.1","ENSG00000288559",NA
"ENSG00000272720.1",2.22447302028158,1.23976922499195,0.700901128899529,1.76882184073306,0.0769236107407423,0.370368244089879,"ENSG00000272720.1","ENSG00000272720",NA
"ENSG00000291215.1",3111.22855418791,-0.290648366979356,0.164346791986695,-1.76850648233454,0.0769762694668646,0.370545428999332,"ENSG00000291215.1","ENSG00000291215",NA
"ENSG00000163703.20",166.157918347735,-0.382869668587191,0.2165064328251,-1.76839858100884,0.0769942936367503,0.370555852753101,"ENSG00000163703.20","ENSG00000163703","CRELD1"
"ENSG00000142959.5",2.7652400795021,-0.947360224049559,0.535909675546197,-1.76776100017977,0.07710086732668,0.370570983597767,"ENSG00000142959.5","ENSG00000142959","BEST4"
"ENSG00000176566.5",7.75538780292387,-1.50658804701201,0.852277777956717,-1.7677194994148,0.0771078084783826,0.370570983597767,"ENSG00000176566.5","ENSG00000176566","DCAF4L2"
"ENSG00000220842.6",140.029512133616,0.405038576879982,0.229074524933491,1.7681519889546,0.0770354980463585,0.370570983597767,"ENSG00000220842.6","ENSG00000220842","RPL21P16"
"ENSG00000133816.19",2146.35911472702,-0.452098115351528,0.255677848183377,-1.76823341780972,0.0770218896684539,0.370570983597767,"ENSG00000133816.19","ENSG00000133816","MICAL2"
"ENSG00000211961.3",2.37411190458036,2.42941549110305,1.3742143388069,1.76785776606892,0.0770846848626599,0.370570983597767,"ENSG00000211961.3","ENSG00000211961","IGHV1-45"
"ENSG00000159210.10",1186.42590413517,-0.317659328826988,0.179686264384143,-1.767855377904,0.0770850842096754,0.370570983597767,"ENSG00000159210.10","ENSG00000159210","SNF8"
"ENSG00000234322.1",5.70780335303802,0.653285665486307,0.369564905902664,1.76771564359082,0.0771084534046196,0.370570983597767,"ENSG00000234322.1","ENSG00000234322",NA
"ENSG00000289702.1",3.98318539394848,1.05332096929328,0.595911139378825,1.76758060000566,0.0771310436069493,0.370603324063331,"ENSG00000289702.1","ENSG00000289702",NA
"ENSG00000196954.14",5202.64355503066,0.280748775244507,0.158866120843398,1.76720356583299,0.0771941427443805,0.370830250691858,"ENSG00000196954.14","ENSG00000196954","CASP4"
"ENSG00000106537.8",407.646525426791,-0.576748403098934,0.326386432563125,-1.76707223572287,0.0772161315732728,0.370859636246884,"ENSG00000106537.8","ENSG00000106537","TSPAN13"
"ENSG00000187870.7",4.47206274218338,-0.909363697714191,0.514644877437995,-1.76697318399667,0.0772327193522857,0.370863074472978,"ENSG00000187870.7","ENSG00000187870",NA
"ENSG00000251429.1",40.4820052969344,-0.487403493179645,0.275946335110243,-1.76629812091878,0.0773458466890855,0.370919301695209,"ENSG00000251429.1","ENSG00000251429","AIDAP2"
"ENSG00000164385.11",1.67351902372219,-1.12111490036765,0.634714677267986,-1.76632893569325,0.0773406797979854,0.370919301695209,"ENSG00000164385.11","ENSG00000164385","LINC01600"
"ENSG00000231925.14",2675.69581433694,0.332399389806455,0.188191541443504,1.76628230608463,0.0773484985628146,0.370919301695209,"ENSG00000231925.14","ENSG00000231925","TAPBP"
"ENSG00000268069.2",2.1072303171719,-0.840872554770951,0.476131531696847,-1.76605097287767,0.0773872976018209,0.370919301695209,"ENSG00000268069.2","ENSG00000268069",NA
"ENSG00000181852.18",667.680664392236,-0.139871595711149,0.0791867449697792,-1.76635112056354,0.0773369601068458,0.370919301695209,"ENSG00000181852.18","ENSG00000181852","RNF41"
"ENSG00000168096.15",342.484789696643,-0.288792498961926,0.163520994757366,-1.76608819797384,0.0773810531652468,0.370919301695209,"ENSG00000168096.15","ENSG00000168096","ANKS3"
"ENSG00000007174.18",133.80423544122,-1.38784589665992,0.785584183108416,-1.76664185265093,0.0772882271312737,0.370919301695209,"ENSG00000007174.18","ENSG00000007174","DNAH9"
"ENSG00000099331.14",14635.8730799299,0.314957771184891,0.178327241966377,1.76617867080721,0.0773658782368881,0.370919301695209,"ENSG00000099331.14","ENSG00000099331","MYO9B"
"ENSG00000235701.1",8.27263129756639,-0.500192344932565,0.283142138489773,-1.76657684229023,0.0772991220990092,0.370919301695209,"ENSG00000235701.1","ENSG00000235701",NA
"ENSG00000168703.5",50.1631100467482,-2.39573370086421,1.35668604855788,-1.76587184884138,0.0774173510470373,0.370987248680286,"ENSG00000168703.5","ENSG00000168703","WFDC12"
"ENSG00000248394.1",10.7836493199953,-0.584089532301957,0.330916153235534,-1.76506805905671,0.077552328047683,0.371002061899245,"ENSG00000248394.1","ENSG00000248394",NA
"ENSG00000196284.18",565.610582539082,0.320556907597049,0.181637827444098,1.76481359696787,0.0775950987118725,0.371002061899245,"ENSG00000196284.18","ENSG00000196284","SUPT3H"
"ENSG00000005108.17",405.229666581765,-0.523349896379202,0.296404052812426,-1.76566376678525,0.0774522750088386,0.371002061899245,"ENSG00000005108.17","ENSG00000005108","THSD7A"
"ENSG00000008513.17",257.30727689327,0.354205751228379,0.200624355180154,1.76551720707246,0.0774768809200379,0.371002061899245,"ENSG00000008513.17","ENSG00000008513","ST3GAL1"
"ENSG00000108239.9",840.243023279705,0.2392382433985,0.135555759880237,1.76486962715465,0.0775856793599807,0.371002061899245,"ENSG00000108239.9","ENSG00000108239","TBC1D12"
"ENSG00000110888.19",3705.68657386124,-0.298537271374947,0.169155096200885,-1.76487305484672,0.0775851031537317,0.371002061899245,"ENSG00000110888.19","ENSG00000110888","CAPRIN2"
"ENSG00000122026.11",31943.6676600741,0.421016249064026,0.238441444117897,1.76570080181135,0.0774460582057666,0.371002061899245,"ENSG00000122026.11","ENSG00000122026","RPL21"
"ENSG00000211850.1",20.5490114960247,1.12767793826979,0.638888283860743,1.76506279228558,0.0775532131059081,0.371002061899245,"ENSG00000211850.1","ENSG00000211850","TRAJ39"
"ENSG00000100911.16",3872.41937141865,0.396740880703247,0.224722811693198,1.76546776766435,0.0774851827388702,0.371002061899245,"ENSG00000100911.16","ENSG00000100911","PSME2"
"ENSG00000138622.4",2.16580679744626,1.51354313002241,0.857441265777692,1.7651857805673,0.0775325476015166,0.371002061899245,"ENSG00000138622.4","ENSG00000138622","HCN4"
"ENSG00000069535.14",210.591058717357,-0.900160845158151,0.509922647050596,-1.76528901072487,0.0775152054827808,0.371002061899245,"ENSG00000069535.14","ENSG00000069535","MAOB"
"ENSG00000228949.1",3.14535218479535,-2.22942139266397,1.26359991232827,-1.76434120556095,0.0776745504570431,0.371129559201909,"ENSG00000228949.1","ENSG00000228949","UGT1A12P"
"ENSG00000164112.14",2.7126985259179,1.79108941082411,1.01517353343125,1.76431846560291,0.0776783767728354,0.371129559201909,"ENSG00000164112.14","ENSG00000164112","SMIM43"
"ENSG00000186907.8",22.0824502809767,-0.544365008064221,0.308563494965375,-1.76419121816502,0.0776997907660311,0.371129559201909,"ENSG00000186907.8","ENSG00000186907","RTN4RL2"
"ENSG00000133114.18",956.301428309904,-0.244816325100077,0.138770372019342,-1.76418295589748,0.0777011813582017,0.371129559201909,"ENSG00000133114.18","ENSG00000133114","GPALPP1"
"ENSG00000103264.18",528.443189672569,-0.212017905209954,0.120160594752639,-1.76445452559894,0.0776554850652271,0.371129559201909,"ENSG00000103264.18","ENSG00000103264","FBXO31"
"ENSG00000289100.1",1.38492659984632,-1.18847741924634,0.673915655891012,-1.76354030190173,0.0778094062323975,0.371502026503886,"ENSG00000289100.1","ENSG00000289100",NA
"ENSG00000257169.1",6.28226006584873,0.711581044240636,0.403497876913083,1.76353107402822,0.0778109611277078,0.371502026503886,"ENSG00000257169.1","ENSG00000257169",NA
"ENSG00000132467.4",1237.15342752071,0.279498154294692,0.158517464607962,1.76320101375539,0.0778665928752511,0.371691687257021,"ENSG00000132467.4","ENSG00000132467","UTP3"
"ENSG00000104835.15",122.434328852375,-0.30958646799317,0.1756026098602,-1.76299468578306,0.0779013859595007,0.37178181869479,"ENSG00000104835.15","ENSG00000104835","SARS2"
"ENSG00000090539.16",111.906687301244,-0.604099074834436,0.342706624080414,-1.76272949627226,0.0779461234553378,0.371875651329526,"ENSG00000090539.16","ENSG00000090539","CHRD"
"ENSG00000185803.12",336.614473978914,-0.319725378552491,0.181389465168411,-1.76264579784522,0.0779602477305313,0.371875651329526,"ENSG00000185803.12","ENSG00000185803","SLC52A2"
"ENSG00000106823.13",486.400874926957,-0.576661788906974,0.327166328367455,-1.76259516614833,0.0779687929411686,0.371875651329526,"ENSG00000106823.13","ENSG00000106823","ECM2"
"ENSG00000230756.1",9.81681723122472,0.571958537230171,0.324587733337573,1.76210767840488,0.0780511062288534,0.372192275131304,"ENSG00000230756.1","ENSG00000230756",NA
"ENSG00000173889.16",8781.01205456357,0.222053118075386,0.126031848068093,1.76188099658282,0.0780894060029713,0.372271494020967,"ENSG00000173889.16","ENSG00000173889","PHC3"
"ENSG00000198231.14",8795.45418012302,-0.232195991600132,0.131793196413959,-1.76182077617125,0.0780995833129667,0.372271494020967,"ENSG00000198231.14","ENSG00000198231","DDX42"
"ENSG00000080298.16",1059.11092522269,0.329372255505223,0.186964871155325,1.76167989991869,0.078123395758985,0.372309048603802,"ENSG00000080298.16","ENSG00000080298","RFX3"
"ENSG00000184924.6",70.5560657685005,0.466344440424441,0.264739114486754,1.7615245156672,0.0781496673606523,0.372358304965131,"ENSG00000184924.6","ENSG00000184924","PTRHD1"
"ENSG00000181722.18",799.160560059313,-0.359908229533571,0.20440027558334,-1.76080109729023,0.0782720740720824,0.372865501074063,"ENSG00000181722.18","ENSG00000181722","ZBTB20"
"ENSG00000244289.1",2.54379012102559,-1.43719510817541,0.816345236773905,-1.76052366503053,0.0783190586509219,0.372937257884133,"ENSG00000244289.1","ENSG00000244289","RPS3AP35"
"ENSG00000120820.13",248.160633101392,-0.618659905240542,0.351402828113197,-1.76054333017847,0.0783157275012924,0.372937257884133,"ENSG00000120820.13","ENSG00000120820","GLT8D2"
"ENSG00000220749.4",301.89537625751,0.430603528179664,0.244620865933284,1.76028944438903,0.0783587429895432,0.372955514015836,"ENSG00000220749.4","ENSG00000220749","RPL21P28"
"ENSG00000084764.12",202.427671092686,-0.414788833550957,0.235646226963724,-1.76021843801816,0.0783707769330546,0.372955514015836,"ENSG00000084764.12","ENSG00000084764","MAPRE3"
"ENSG00000183426.17",10929.5309946298,-0.357758565373622,0.203240288893201,-1.76027384787677,0.0783613861100433,0.372955514015836,"ENSG00000183426.17","ENSG00000183426","NPIPA1"
"ENSG00000176125.7",4.40996771637302,-0.685614149183484,0.389575638638833,-1.75989995570309,0.0784247708513344,0.373136468277801,"ENSG00000176125.7","ENSG00000176125","UFSP1"
"ENSG00000141971.14",301.351018906134,0.267145986271435,0.151844073732919,1.75934417263675,0.0785190680817844,0.373433043924074,"ENSG00000141971.14","ENSG00000141971","MVB12A"
"ENSG00000102390.11",1034.92863161461,0.279299901944551,0.158749386150947,1.75937626416381,0.0785136207467781,0.373433043924074,"ENSG00000102390.11","ENSG00000102390","PBDC1"
"ENSG00000132356.12",2792.75073008874,-0.227299379165956,0.129202618782188,-1.75924746191981,0.0785354859782017,0.373435117087233,"ENSG00000132356.12","ENSG00000132356","PRKAA1"
"ENSG00000175505.11",29.1869209575441,-0.555039388718754,0.315586847972049,-1.75875323159193,0.0786194315990211,0.373682188515608,"ENSG00000175505.11","ENSG00000175505","CLCF1"
"ENSG00000133313.15",1838.24040975133,0.288799331031187,0.164206186424142,1.75876035684321,0.0786182208479226,0.373682188515608,"ENSG00000133313.15","ENSG00000133313","CNDP2"
"ENSG00000263412.3",1.84410326700478,-1.01437872463743,0.576885779200062,-1.75837013358869,0.0786845514806534,0.373915645697976,"ENSG00000263412.3","ENSG00000263412","NFE2L1-DT"
"ENSG00000184330.12",2.42266846188073,-3.27630025171789,1.86358089648168,-1.75806709432541,0.0787360938763803,0.37400845080616,"ENSG00000184330.12","ENSG00000184330","S100A7A"
"ENSG00000135097.7",21.1687270670337,1.04499180939383,0.594369769963602,1.75815100666681,0.0787218189067158,0.37400845080616,"ENSG00000135097.7","ENSG00000135097","MSI1"
"ENSG00000180818.5",60.2971835346701,-0.803214695724911,0.456907136482747,-1.75793860850593,0.078757955662355,0.374036258537924,"ENSG00000180818.5","ENSG00000180818","HOXC10"
"ENSG00000271581.1",42.9879538149861,0.783732659596309,0.445895120421538,1.75766144033016,0.0788051324812033,0.374133770804133,"ENSG00000271581.1","ENSG00000271581",NA
"ENSG00000283399.1",9.2590944202425,1.14163812120921,0.649532735637348,1.75762984461281,0.0788105118504639,0.374133770804133,"ENSG00000283399.1","ENSG00000283399","LOC100887080"
"ENSG00000117450.15",2544.05330328254,0.420941460773878,0.239654869119452,1.75644860594953,0.0790118396112473,0.374404916722045,"ENSG00000117450.15","ENSG00000117450","PRDX1"
"ENSG00000228863.8",35.5843766657438,1.16920975454301,0.665382144732647,1.75720037545162,0.0788836613046679,0.374404916722045,"ENSG00000228863.8","ENSG00000228863",NA
"ENSG00000164050.13",2039.77617412448,-0.62387487390783,0.355190539875358,-1.75645126733037,0.07901138554149,0.374404916722045,"ENSG00000164050.13","ENSG00000164050","PLXNB1"
"ENSG00000250162.1",2.01062327045388,1.52041797046502,0.865604993438043,1.75648012891673,0.0790064614770627,0.374404916722045,"ENSG00000250162.1","ENSG00000250162",NA
"ENSG00000014138.10",58.9720745779077,-0.31047953183269,0.176720939693809,-1.75689158495102,0.078936290258572,0.374404916722045,"ENSG00000014138.10","ENSG00000014138","POLA2"
"ENSG00000166887.16",4280.99839246818,-0.217719624665996,0.123919690554188,-1.75694131975572,0.0789278117384465,0.374404916722045,"ENSG00000166887.16","ENSG00000166887","VPS39"
"ENSG00000173821.20",116434.792583191,0.408190573760845,0.232324116444122,1.75698752246851,0.0789199360139993,0.374404916722045,"ENSG00000173821.20","ENSG00000173821","RNF213"
"ENSG00000204936.10",32.6609057136869,1.36657176081886,0.777997164909788,1.75652537368477,0.0789987427865272,0.374404916722045,"ENSG00000204936.10","ENSG00000204936","CD177"
"ENSG00000214019.2",7.17140516846832,0.589405547514507,0.335527291631368,1.75665456198438,0.0789767068297482,0.374404916722045,"ENSG00000214019.2","ENSG00000214019","RBM39P1"
"ENSG00000225791.7",2.98717296958919,-0.715448811643527,0.407416217506606,-1.75606365407368,0.0790775402857478,0.374532649187211,"ENSG00000225791.7","ENSG00000225791","TRAM2-AS1"
"ENSG00000103196.12",1033.07797666405,-0.488483890828188,0.278155906816873,-1.75615142032481,0.0790625570965831,0.374532649187211,"ENSG00000103196.12","ENSG00000103196","CRISPLD2"
"ENSG00000101282.9",22.4633365434701,-1.16888545786568,0.665648922389931,-1.75600893886967,0.0790868822686681,0.374532649187211,"ENSG00000101282.9","ENSG00000101282","RSPO4"
"ENSG00000143954.13",1.81388173172852,2.03155588731358,1.15698032344368,1.7559122192042,0.0791033982192872,0.374534954973022,"ENSG00000143954.13","ENSG00000143954","REG3G"
"ENSG00000244251.1",3.6866966045348,1.02624805964865,0.584542708193295,1.75564256514391,0.0791494594404978,0.374540306657544,"ENSG00000244251.1","ENSG00000244251","RPL9P27"
"ENSG00000094796.5",14.7024536906036,-1.48224170679332,0.844204698664195,-1.75578471564859,0.0791251751455251,0.374540306657544,"ENSG00000094796.5","ENSG00000094796","KRT31"
"ENSG00000269378.1",91.485117489025,-0.415508251407367,0.236672676214842,-1.75562408830915,0.0791526163774266,0.374540306657544,"ENSG00000269378.1","ENSG00000269378",NA
"ENSG00000279821.1",1.41169557863801,-0.990733141269703,0.564362504387941,-1.75549072372227,0.079175405979408,0.374568976194208,"ENSG00000279821.1","ENSG00000279821",NA
"ENSG00000096384.20",82787.2852999828,0.338953931607459,0.193100605637048,1.75532298559725,0.0792040769754456,0.374568976194208,"ENSG00000096384.20","ENSG00000096384","HSP90AB1"
"ENSG00000090863.12",10280.5895347444,-0.223689240793779,0.12743594635911,-1.75530725187562,0.0792067667283908,0.374568976194208,"ENSG00000090863.12","ENSG00000090863","GLG1"
"ENSG00000188153.14",2266.37720104013,-0.89461261429274,0.509703305076997,-1.75516345564524,0.07923135280537,0.374609427286579,"ENSG00000188153.14","ENSG00000188153","COL4A5"
"ENSG00000224680.4",12.705360610828,-0.49978931978379,0.284821396497861,-1.7547463987227,0.0793026957162193,0.374748310896665,"ENSG00000224680.4","ENSG00000224680",NA
"ENSG00000228766.3",4.53592113957242,0.706351094459145,0.402662138546961,1.75420290819512,0.0793957450939842,0.374748310896665,"ENSG00000228766.3","ENSG00000228766","RPL7L1P8"
"ENSG00000152592.15",6.83522680673288,1.51125043812555,0.861220743222887,1.75477709985259,0.0792974421154235,0.374748310896665,"ENSG00000152592.15","ENSG00000152592","DMP1"
"ENSG00000123338.13",5925.47058304483,0.629552284635726,0.358851868009981,1.7543514211781,0.079370309822652,0.374748310896665,"ENSG00000123338.13","ENSG00000123338","NCKAP1L"
"ENSG00000211843.1",15.577087157363,1.07947594861958,0.615204997791685,1.75466056435565,0.0793173852605179,0.374748310896665,"ENSG00000211843.1","ENSG00000211843","TRAJ46"
"ENSG00000196663.16",1305.21589825347,0.32449630717817,0.184987937754386,1.75414846566381,0.0794050709256777,0.374748310896665,"ENSG00000196663.16","ENSG00000196663","TECPR2"
"ENSG00000259332.3",21.2825895102282,-0.562419445366406,0.320598256963192,-1.75428104536132,0.079382362003383,0.374748310896665,"ENSG00000259332.3","ENSG00000259332","ST20-MTHFS"
"ENSG00000183617.5",98.7433745596496,0.343716593514635,0.195908723301915,1.75447314301024,0.0793494679140167,0.374748310896665,"ENSG00000183617.5","ENSG00000183617","MRPL54"
"ENSG00000131725.14",1761.57075474885,0.202043048218546,0.115152898989068,1.75456328057992,0.0793340369116649,0.374748310896665,"ENSG00000131725.14","ENSG00000131725","WDR44"
"ENSG00000140386.13",3686.18636711815,0.295199074930898,0.168306567715409,1.75393675325881,0.0794413450510286,0.37484379411598,"ENSG00000140386.13","ENSG00000140386","SCAPER"
"ENSG00000186625.14",518.577581406579,0.232138839774857,0.132392930161833,1.75340812754199,0.0795319769112407,0.375195673835665,"ENSG00000186625.14","ENSG00000186625","KATNA1"
"ENSG00000196358.12",32.0073325344218,0.693327375745924,0.395482624421474,1.75311716098817,0.0795818984241381,0.375343837471957,"ENSG00000196358.12","ENSG00000196358","NTNG2"
"ENSG00000196296.14",445.028638355094,0.852405192349028,0.486244603792175,1.75303784494718,0.079595511198902,0.375343837471957,"ENSG00000196296.14","ENSG00000196296","ATP2A1"
"ENSG00000012223.13",144.804735084973,0.891316068734516,0.508685733315518,1.75219395858635,0.0797404621332324,0.375700288985542,"ENSG00000012223.13","ENSG00000012223","LTF"
"ENSG00000163754.18",1229.35865936172,0.323260663375947,0.184468741914073,1.75238720675249,0.0797072497529866,0.375700288985542,"ENSG00000163754.18","ENSG00000163754","GYG1"
"ENSG00000173376.14",51.8169474128346,-0.785197188502481,0.448186557029704,-1.75194274836414,0.0797836529121912,0.375700288985542,"ENSG00000173376.14","ENSG00000173376","NDNF"
"ENSG00000174156.15",34.1739055085884,-2.00954731645831,1.14700596849825,-1.75199377479209,0.0797748783581519,0.375700288985542,"ENSG00000174156.15","ENSG00000174156","GSTA3"
"ENSG00000165312.7",159.088897014473,0.374551692366329,0.21377128828208,1.75211411867479,0.0797541870137879,0.375700288985542,"ENSG00000165312.7","ENSG00000165312","OTUD1"
"ENSG00000136108.15",2024.35933903774,0.292450028313746,0.166903364721625,1.75221169927591,0.0797374126805771,0.375700288985542,"ENSG00000136108.15","ENSG00000136108","CKAP2"
"ENSG00000275234.1",3.4784943336682,-1.51046663575962,0.862015975734672,-1.75224900498194,0.0797310005003918,0.375700288985542,"ENSG00000275234.1","ENSG00000275234",NA
"ENSG00000102886.15",150.078332002464,-0.438810270133432,0.250488201941382,-1.75182011261401,0.0798047446830173,0.375713346379731,"ENSG00000102886.15","ENSG00000102886","GDPD3"
"ENSG00000108798.9",87.2377215564513,0.612394289816654,0.349592068628654,1.75173965536145,0.0798185847568683,0.375713346379731,"ENSG00000108798.9","ENSG00000108798","ABI3"
"ENSG00000176769.9",14.0640787049145,1.52000497651909,0.867857644337705,1.75144505142783,0.0798692785066701,0.375800556098843,"ENSG00000176769.9","ENSG00000176769","TCERG1L"
"ENSG00000105556.12",333.77357150754,-0.305803352471051,0.174599887724995,-1.75145217133649,0.0798680530452716,0.375800556098843,"ENSG00000105556.12","ENSG00000105556","MIER2"
"ENSG00000204482.11",403.954882855951,0.607281197118372,0.346805512435541,1.75107135077977,0.0799336204088968,0.375823740053901,"ENSG00000204482.11","ENSG00000204482","LST1"
"ENSG00000112655.16",1039.98894681456,-0.545111749220536,0.311260507404407,-1.7513039279098,0.0798935714975808,0.375823740053901,"ENSG00000112655.16","ENSG00000112655","PTK7"
"ENSG00000273611.5",384.941677273705,0.355202350840024,0.202851783971355,1.75104376153864,0.0799383722552449,0.375823740053901,"ENSG00000273611.5","ENSG00000273611","ZNHIT3"
"ENSG00000232884.11",2.17936792780145,1.08885133863935,0.621830235088032,1.75104277212446,0.0799385426717404,0.375823740053901,"ENSG00000232884.11","ENSG00000232884",NA
"ENSG00000211873.1",103.692031690629,1.04487004940748,0.596769239368913,1.75087786111837,0.079966951035656,0.375881669261545,"ENSG00000211873.1","ENSG00000211873","TRAJ16"
"ENSG00000226887.8",25.1258934492212,-0.944700080706159,0.539698488333805,-1.75042195063897,0.0800455310653418,0.376175357778113,"ENSG00000226887.8","ENSG00000226887","ERVMER34-1"
"ENSG00000197930.13",2849.80029747136,0.345672807978477,0.197560702456003,1.74970428673921,0.080169353626845,0.376597209537196,"ENSG00000197930.13","ENSG00000197930","ERO1A"
"ENSG00000131115.16",552.394162116646,0.302245274844965,0.172748949118385,1.74962149632434,0.0801836479263695,0.376597209537196,"ENSG00000131115.16","ENSG00000131115","ZNF227"
"ENSG00000165775.18",1610.2439153711,0.265564888263563,0.151780399963571,1.74966522902366,0.0801760969355453,0.376597209537196,"ENSG00000165775.18","ENSG00000165775","FUNDC2"
"ENSG00000241431.1",6.64182734515049,0.649960840160481,0.371529935363084,1.74941714864859,0.0802189387352069,0.376687243265041,"ENSG00000241431.1","ENSG00000241431","RPL37P6"
"ENSG00000070366.14",2516.57113662819,-0.18788289617373,0.107415768375026,-1.74911839310002,0.0802705564778776,0.376853892437631,"ENSG00000070366.14","ENSG00000070366","SMG6"
"ENSG00000197603.16",7241.78838543406,-0.226840785603724,0.129700569961253,-1.74895750783124,0.0802983647425861,0.37690871646751,"ENSG00000197603.16","ENSG00000197603","CPLANE1"
"ENSG00000172780.17",18.0349250670118,0.446401753912098,0.2553057988497,1.74849829468581,0.0803777806346781,0.376959813909185,"ENSG00000172780.17","ENSG00000172780","RAB43"
"ENSG00000188372.15",61.258046409498,-0.570451839744465,0.326256602636838,-1.74847600058977,0.080381637778189,0.376959813909185,"ENSG00000188372.15","ENSG00000188372","ZP3"
"ENSG00000160959.8",257.196898162409,-0.25815748766152,0.147651947492896,-1.74841911701802,0.0803914799932423,0.376959813909185,"ENSG00000160959.8","ENSG00000160959","LRRC14"
"ENSG00000256968.1",4.50007324333167,0.792674215120443,0.453368436805657,1.74841067610588,0.0803929405558339,0.376959813909185,"ENSG00000256968.1","ENSG00000256968",NA
"ENSG00000166086.13",1716.45267220256,-0.570924379275932,0.326534514373629,-1.74843501726334,0.0803887287728813,0.376959813909185,"ENSG00000166086.13","ENSG00000166086","JAM3"
"ENSG00000267895.1",2.14003719055291,0.903017510804021,0.51650144043325,1.74833493212827,0.0804060477841042,0.376959813909185,"ENSG00000267895.1","ENSG00000267895",NA
"ENSG00000211679.2",27576.5095053194,1.27626810924037,0.730050308747553,1.74819199984982,0.0804307864395143,0.37700015164407,"ENSG00000211679.2","ENSG00000211679","IGLC3"
"ENSG00000229036.7",5.23749631868789,-0.561716286836104,0.321346991442372,-1.74800543274057,0.0804630866936729,0.377075909282864,"ENSG00000229036.7","ENSG00000229036",NA
"ENSG00000213816.3",6.37114417567335,-0.726779826443624,0.416011979958046,-1.74701657994782,0.0806344621581872,0.377803257025908,"ENSG00000213816.3","ENSG00000213816",NA
"ENSG00000006625.18",83.7981783376657,-0.339227584191901,0.194233594574789,-1.7464928501917,0.0807253483852435,0.378001701476874,"ENSG00000006625.18","ENSG00000006625","GGCT"
"ENSG00000265817.4",60.018946273888,-0.397308862608161,0.227487668655143,-1.7465072500719,0.0807228483687685,0.378001701476874,"ENSG00000265817.4","ENSG00000265817","FSBP"
"ENSG00000226107.1",4.61403653908733,-0.703603931467527,0.402859981426393,-1.74652227549706,0.0807202398161485,0.378001701476874,"ENSG00000226107.1","ENSG00000226107","RPL36AP54"
"ENSG00000273221.1",2.22382147512529,1.07447736371733,0.61527527750817,1.74633599462813,0.0807525847327516,0.378053475228506,"ENSG00000273221.1","ENSG00000273221",NA
"ENSG00000093144.19",2542.23688625703,0.359499647531891,0.205875971093104,1.74619527292631,0.0807770259517746,0.378092145110009,"ENSG00000093144.19","ENSG00000093144","ECHDC1"
"ENSG00000131849.14",164.643920636805,-0.351788784009624,0.201477393110403,-1.74604593884563,0.0808029695793089,0.378137830400587,"ENSG00000131849.14","ENSG00000131849","ZNF132"
"ENSG00000165209.19",1543.39308275636,0.427773147059273,0.245025737505598,1.74582944393546,0.0808405929898652,0.378238144934159,"ENSG00000165209.19","ENSG00000165209","STRBP"
"ENSG00000170681.7",148.45476461092,0.555849642894192,0.318542730913745,1.74497669841572,0.0809889251280545,0.378856301209634,"ENSG00000170681.7","ENSG00000170681","CAVIN4"
"ENSG00000155816.21",61.7749681804064,1.12912408625132,0.647282055482442,1.74440813967837,0.0810879466761584,0.378949663553848,"ENSG00000155816.21","ENSG00000155816","FMN2"
"ENSG00000198523.6",139.087803942278,0.832040437540921,0.476909456876932,1.74465074144175,0.0810456825589531,0.378949663553848,"ENSG00000198523.6","ENSG00000198523","PLN"
"ENSG00000227730.2",2.35714043363257,1.16425794717306,0.667427354576292,1.74439650875888,0.0810899733702491,0.378949663553848,"ENSG00000227730.2","ENSG00000227730","MTND6P5"
"ENSG00000136929.13",11.7026308917068,1.16716893137617,0.668983090595985,1.74469123029157,0.081038630660631,0.378949663553848,"ENSG00000136929.13","ENSG00000136929","HEMGN"
"ENSG00000183723.13",192.015098204222,-0.313609422723729,0.179765353711909,-1.74454874784335,0.0810634488795594,0.378949663553848,"ENSG00000183723.13","ENSG00000183723","CMTM4"
"ENSG00000026297.17",617.935786127006,0.522267183301953,0.299451714478007,1.74407812028176,0.0811454687081057,0.378981615397481,"ENSG00000026297.17","ENSG00000026297","RNASET2"
"ENSG00000103168.17",914.504025083853,-0.302119165420108,0.173215200864715,-1.74418390482986,0.0811270269673566,0.378981615397481,"ENSG00000103168.17","ENSG00000103168","TAF1C"
"ENSG00000267185.1",18.7702194096841,0.528469261964026,0.302999120095542,1.74412804168339,0.0811367653349456,0.378981615397481,"ENSG00000267185.1","ENSG00000267185",NA
"ENSG00000226450.2",143.558875937053,-0.399223550529567,0.228933135278455,-1.74384345911301,0.0811863900475033,0.379096960401671,"ENSG00000226450.2","ENSG00000226450","CYP2D8P"
"ENSG00000163563.8",353.821082295589,0.584476013339154,0.335241890996039,1.74344564040793,0.0812558018480313,0.37919374195748,"ENSG00000163563.8","ENSG00000163563","MNDA"
"ENSG00000111087.10",36.7392664653438,-0.672766626424348,0.385866182146574,-1.74352316308661,0.0812422718372373,0.37919374195748,"ENSG00000111087.10","ENSG00000111087","GLI1"
