"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","short_ensembl","symbol"
"ENSG00000279605.1",2.39180016387497,-0.745772362732104,0.622842059552945,-1.1973699452272,0.231162392747307,0.596503640964503,"ENSG00000279605.1","ENSG00000279605",NA
"ENSG00000142327.13",866.375889979353,0.205077447599975,0.17130393800468,1.1971554769183,0.231245959991873,0.596603471829919,"ENSG00000142327.13","ENSG00000142327","RNPEPL1"
"ENSG00000170858.10",2.11291667105677,1.01068904199238,0.844253284533662,1.1971396031354,0.231252146039698,0.596603471829919,"ENSG00000170858.10","ENSG00000170858","LILRP2"
"ENSG00000272501.1",5.20645281442063,0.41749581361612,0.348811477419408,1.19690962208255,0.231341783347345,0.596768835249952,"ENSG00000272501.1","ENSG00000272501",NA
"ENSG00000274210.1",1.77495350176557,0.609625502523247,0.509420206330907,1.19670459661203,0.231421714784966,0.596777374204339,"ENSG00000274210.1","ENSG00000274210","LOC124904621"
"ENSG00000215835.2",22.2827680430615,0.222565397423776,0.185973681438568,1.19675749655628,0.231401089281685,0.596777374204339,"ENSG00000215835.2","ENSG00000215835","LOC284685"
"ENSG00000283429.1",11.8759474551366,0.459324273301298,0.38381015472768,1.19674862075287,0.231404549835234,0.596777374204339,"ENSG00000283429.1","ENSG00000283429","MIR1244-3"
"ENSG00000087303.19",2279.08841682505,-0.303808248504705,0.253895955101535,-1.1965856186374,0.231468108652239,0.596831143982368,"ENSG00000087303.19","ENSG00000087303","NID2"
"ENSG00000236876.3",3.57477389738681,0.779860626588048,0.651809139177807,1.19645549550251,0.231518855988016,0.596896125898266,"ENSG00000236876.3","ENSG00000236876",NA
"ENSG00000274026.2",227.037483121751,-0.491291329743198,0.410657305521611,-1.19635356083381,0.231558615489959,0.596932768042629,"ENSG00000274026.2","ENSG00000274026","FAM27E3"
"ENSG00000261083.3",1.593932746966,-0.7461642781107,0.623895512150568,-1.19597635113398,0.231705787879073,0.597246270224206,"ENSG00000261083.3","ENSG00000261083","LINC02516"
"ENSG00000183199.6",116.385693016448,0.286551390471002,0.239641150857977,1.19575202107432,0.231793344135767,0.597406053284395,"ENSG00000183199.6","ENSG00000183199","HSP90AB3P"
"ENSG00000163527.10",6443.8918491094,0.145140812847855,0.121401529963819,1.19554352314267,0.231874742157665,0.597484034545215,"ENSG00000163527.10","ENSG00000163527","STT3B"
"ENSG00000171217.5",3.02727240335414,1.17865806836373,0.985858099776997,1.19556563833106,0.231866107380548,0.597484034545215,"ENSG00000171217.5","ENSG00000171217","CLDN20"
"ENSG00000122417.16",1792.63503669838,-0.17954368225142,0.150219977033722,-1.19520509719633,0.23200690754558,0.597543789693202,"ENSG00000122417.16","ENSG00000122417","ODF2L"
"ENSG00000242140.1",2.01233527969522,-0.657509007526582,0.550029756373902,-1.19540624831144,0.231928345612947,0.597543789693202,"ENSG00000242140.1","ENSG00000242140",NA
"ENSG00000080007.8",318.563282208977,0.708671502145565,0.592909419161185,1.19524412877123,0.231991661828126,0.597543789693202,"ENSG00000080007.8","ENSG00000080007","DDX43"
"ENSG00000241057.2",12.4055162320183,-0.608958186497423,0.509532754076794,-1.19513060078105,0.232036007789637,0.597543789693202,"ENSG00000241057.2","ENSG00000241057",NA
"ENSG00000165782.11",560.08265237179,0.111275178854937,0.0931101928620305,1.19509127233602,0.232051371551661,0.597543789693202,"ENSG00000165782.11","ENSG00000165782","PIP4P1"
"ENSG00000166913.13",2778.83668236369,0.159274433401405,0.133262497481835,1.19519321948109,0.232011547117524,0.597543789693202,"ENSG00000166913.13","ENSG00000166913","YWHAB"
"ENSG00000127124.16",1027.90897278962,-0.369944517666514,0.309622607474694,-1.19482398486277,0.232155807248382,0.597569919424147,"ENSG00000127124.16","ENSG00000127124","HIVEP3"
"ENSG00000158019.21",1572.02531317092,0.115319155233294,0.0965172567075373,1.19480349076569,0.2321638161659,0.597569919424147,"ENSG00000158019.21","ENSG00000158019","BABAM2"
"ENSG00000272690.6",6.42218024167645,-0.515722169936919,0.431628840137882,-1.19482787519984,0.232154286960137,0.597569919424147,"ENSG00000272690.6","ENSG00000272690","LINC02018"
"ENSG00000065427.15",9795.44742297267,0.146193335897937,0.122342914341856,1.19494730597505,0.232107618554959,0.597569919424147,"ENSG00000065427.15","ENSG00000065427","KARS1"
"ENSG00000260804.3",5.08393047649536,-0.612824532540347,0.513107909572671,-1.1943385028906,0.232345582148195,0.597620607092234,"ENSG00000260804.3","ENSG00000260804","LINC01963"
"ENSG00000213123.11",23.5078971676849,-0.306527707837256,0.256738083003997,-1.19393159071179,0.232504728905841,0.597620607092234,"ENSG00000213123.11","ENSG00000213123","DYNLT2B"
"ENSG00000151726.16",3633.17595716395,-0.326370111923239,0.273188772852174,-1.19466883106445,0.232216444900988,0.597620607092234,"ENSG00000151726.16","ENSG00000151726","ACSL1"
"ENSG00000251102.1",2.25967088906919,0.70451007904456,0.589769784303885,1.19455098886781,0.232262507837296,0.597620607092234,"ENSG00000251102.1","ENSG00000251102","CTBP2P4"
"ENSG00000095637.23",5407.97625203918,-0.447204763100726,0.374594366368036,-1.19383739653295,0.232541580060027,0.597620607092234,"ENSG00000095637.23","ENSG00000095637","SORBS1"
"ENSG00000257354.2",19.0720356233185,-0.399114448307455,0.334168624346634,-1.19435045431869,0.232340909013639,0.597620607092234,"ENSG00000257354.2","ENSG00000257354","MIRLET7IHG"
"ENSG00000161533.12",6668.17278847933,-0.201939611360831,0.169137409748569,-1.19393818115711,0.23250215071143,0.597620607092234,"ENSG00000161533.12","ENSG00000161533","ACOX1"
"ENSG00000142528.16",671.310152078446,0.174230846622079,0.145940986515452,1.19384451744563,0.232538794033394,0.597620607092234,"ENSG00000142528.16","ENSG00000142528","ZNF473"
"ENSG00000124214.21",4062.87048856054,0.165937654201672,0.13895757695955,1.1941605332538,0.232415178047541,0.597620607092234,"ENSG00000124214.21","ENSG00000124214","STAU1"
"ENSG00000166351.11",9.94373005528424,-2.40690779391308,2.01517866584273,-1.19438927907989,0.232325728582452,0.597620607092234,"ENSG00000166351.11","ENSG00000166351","POTED"
"ENSG00000128311.14",24.8806308183358,-0.398523740993868,0.333767819103341,-1.19401487556377,0.232472149209246,0.597620607092234,"ENSG00000128311.14","ENSG00000128311","TST"
"ENSG00000273899.5",2.31492701192763,-0.521789675489833,0.436911701632058,-1.19426802610394,0.23237314067228,0.597620607092234,"ENSG00000273899.5","ENSG00000273899","NOL12"
"ENSG00000232472.1",69.5777230909627,0.299942963033808,0.251239179915721,1.19385425129323,0.232534985745465,0.597620607092234,"ENSG00000232472.1","ENSG00000232472","EEF1B2P3"
"ENSG00000274536.9",6.26398474259034,0.702221266626694,0.587863144599451,1.19453187885279,0.232269978297265,0.597620607092234,"ENSG00000274536.9","ENSG00000274536","MIR223HG"
"ENSG00000222022.1",1.52535870313828,0.84780475566887,0.710199634242517,1.19375555096296,0.232573603489819,0.597637173555826,"ENSG00000222022.1","ENSG00000222022",NA
"ENSG00000130766.5",170.113717794041,-0.270713843971439,0.226789374013161,-1.19367957669714,0.232603332475293,0.597647841061985,"ENSG00000130766.5","ENSG00000130766","SESN2"
"ENSG00000250132.6",2.40074040536587,-0.508905294495715,0.426372037829189,-1.19357098811341,0.232645828233748,0.597691305388649,"ENSG00000250132.6","ENSG00000250132",NA
"ENSG00000223891.7",6.57283084880374,0.496875623396625,0.416429982897389,1.19317927095336,0.232799171135111,0.598019506677991,"ENSG00000223891.7","ENSG00000223891","OSER1-DT"
"ENSG00000169612.4",268.836422201812,0.158642306650217,0.132974950580867,1.19302399404722,0.232859976189039,0.598109948733987,"ENSG00000169612.4","ENSG00000169612","RAMAC"
"ENSG00000203727.4",59.3475911798593,-0.581359883422904,0.487421326242698,-1.19272557871921,0.232976864603278,0.598232859721347,"ENSG00000203727.4","ENSG00000203727","SAMD5"
"ENSG00000125691.14",13949.4160416919,0.311490405539788,0.261141323180083,1.19280396433078,0.232946157158318,0.598232859721347,"ENSG00000125691.14","ENSG00000125691","RPL23"
"ENSG00000126267.11",4218.75141401892,0.204119453215272,0.171139826320218,1.19270574012005,0.232984636799806,0.598232859721347,"ENSG00000126267.11","ENSG00000126267","COX6B1"
"ENSG00000119969.16",2162.0283526389,0.260272095203259,0.218232388642119,1.19263733867699,0.233011435941715,0.598235931459633,"ENSG00000119969.16","ENSG00000119969","HELLS"
"ENSG00000132975.8",6.51320321478628,-1.06499542482647,0.893121831314406,-1.19244137528149,0.23308822494728,0.598367332906848,"ENSG00000132975.8","ENSG00000132975","GPR12"
"ENSG00000254340.2",8.01104198569222,0.564411883769001,0.473420193021263,1.19220069631388,0.233182560476158,0.598543744708988,"ENSG00000254340.2","ENSG00000254340","LOC124901882"
"ENSG00000182583.13",153.782430193527,-1.29654525965162,1.08760192689751,-1.19211379419871,0.233216628920535,0.598565438417972,"ENSG00000182583.13","ENSG00000182583","VCX"
"ENSG00000111011.18",7543.02639006281,0.16790634450517,0.140891088871654,1.19174566574701,0.233360986345199,0.598819117330834,"ENSG00000111011.18","ENSG00000111011","RSRC2"
"ENSG00000161981.11",367.47015256126,0.214026095431577,0.179592616875625,1.19173103635879,0.233366724403602,0.598819117330834,"ENSG00000161981.11","ENSG00000161981","SNRNP25"
"ENSG00000280670.3",180.357646601645,-0.337246666125199,0.283010428314261,-1.19164042164097,0.233402268278904,0.598844559196758,"ENSG00000280670.3","ENSG00000280670","CCDC163"
"ENSG00000186577.14",222.274785723468,-0.242774551070783,0.203761613722632,-1.19146362573108,0.233471628016633,0.598950961818697,"ENSG00000186577.14","ENSG00000186577","SMIM29"
"ENSG00000188612.12",5539.99290732048,0.207869620094735,0.174474495954565,1.191404044227,0.233495006043247,0.598950961818697,"ENSG00000188612.12","ENSG00000188612","SUMO2"
"ENSG00000121281.13",1229.20637061774,0.336724735895728,0.282645055064559,1.19133425426041,0.233522391680191,0.598955455982365,"ENSG00000121281.13","ENSG00000121281","ADCY7"
"ENSG00000179314.16",10.3802965206907,0.447817414966062,0.376003547371155,1.19099252679129,0.233656518676313,0.599233697222119,"ENSG00000179314.16","ENSG00000179314","WSCD1"
"ENSG00000196526.11",1432.77219551886,-0.361831189586744,0.30383871792372,-1.19086597014138,0.233706205632293,0.599295346883686,"ENSG00000196526.11","ENSG00000196526","AFAP1"
"ENSG00000120802.14",6002.11072850851,0.194306615459571,0.163174110189477,1.1907931670897,0.233734791972531,0.599302880415906,"ENSG00000120802.14","ENSG00000120802","TMPO"
"ENSG00000180008.9",1910.83184476102,0.160515154622022,0.134820312373786,1.19058583826002,0.233816213848567,0.599314354188856,"ENSG00000180008.9","ENSG00000180008","SOCS4"
"ENSG00000124217.5",66.3874057911375,0.229980850869606,0.193164458316784,1.19059610071975,0.233812183117482,0.599314354188856,"ENSG00000124217.5","ENSG00000124217","MOCS3"
"ENSG00000102245.9",83.6796117509605,0.525489287540164,0.44135807551206,1.19061894796078,0.233803209706439,0.599314354188856,"ENSG00000102245.9","ENSG00000102245","CD40LG"
"ENSG00000087087.20",4693.07248617156,-0.174630970827799,0.146695309541261,-1.19043322771462,0.233876159682996,0.599327794836518,"ENSG00000087087.20","ENSG00000087087","SRRT"
"ENSG00000253626.4",36.0704015430725,0.26258575008958,0.220592138335628,1.19036767162599,0.233901913635827,0.599327794836518,"ENSG00000253626.4","ENSG00000253626","EIF5AL1"
"ENSG00000184574.10",31.8716500987176,0.343710800442898,0.288738196419479,1.19038909539891,0.233893497006008,0.599327794836518,"ENSG00000184574.10","ENSG00000184574","LPAR5"
"ENSG00000129988.6",55.3256224681849,0.785077045135115,0.659556064373556,1.19031131323276,0.233924055846488,0.599327794836518,"ENSG00000129988.6","ENSG00000129988","LBP"
"ENSG00000142252.11",55.1123377015851,0.18043645618557,0.15160741820905,1.19015585330243,0.233985140989132,0.599418573002089,"ENSG00000142252.11","ENSG00000142252","GEMIN7"
"ENSG00000132854.19",42.3311699898222,0.946064913114247,0.795159270909681,1.18978039711708,0.234132716260681,0.599599413431289,"ENSG00000132854.19","ENSG00000132854","KANK4"
"ENSG00000168992.4",4.81442133290586,0.778504313593592,0.654317572554412,1.1897958212468,0.234126652416675,0.599599413431289,"ENSG00000168992.4","ENSG00000168992","OR7E102P"
"ENSG00000244380.1",2.28944064193629,-0.607120355564214,0.510223734821844,-1.18991006127185,0.234081743545366,0.599599413431289,"ENSG00000244380.1","ENSG00000244380",NA
"ENSG00000102309.15",875.862863740142,0.155537822601462,0.130753911225662,1.18954623340503,0.234224789076598,0.599769470856305,"ENSG00000102309.15","ENSG00000102309","PIN4"
"ENSG00000169122.12",46.0400387169441,-0.36238831075487,0.304682849571771,-1.18939517358527,0.234284199179014,0.599790138930298,"ENSG00000169122.12","ENSG00000169122","FAM110B"
"ENSG00000110717.13",656.808066070871,0.195672520348774,0.164506676681278,1.18945032685743,0.23426250678953,0.599790138930298,"ENSG00000110717.13","ENSG00000110717","NDUFS8"
"ENSG00000115128.7",1454.97436145918,0.202711348181946,0.170448726336449,1.18928050997468,0.234329302194799,0.599839885526257,"ENSG00000115128.7","ENSG00000115128","SF3B6"
"ENSG00000223774.5",27.2686779571992,-0.577207838348823,0.485454702054032,-1.18900452690348,0.234437885559009,0.600052101431898,"ENSG00000223774.5","ENSG00000223774",NA
"ENSG00000220848.5",28.5264263276423,0.265577150922113,0.223402989652831,1.18878064852588,0.234525994921891,0.600120523635538,"ENSG00000220848.5","ENSG00000220848",NA
"ENSG00000169397.4",3.04219736882718,-0.981692218290806,0.825869784243491,-1.1886767587581,0.234566889647393,0.600120523635538,"ENSG00000169397.4","ENSG00000169397","RNASE3"
"ENSG00000259940.2",8.04200744647977,0.524720025268772,0.441417151600375,1.18871689368294,0.234551090507933,0.600120523635538,"ENSG00000259940.2","ENSG00000259940",NA
"ENSG00000108587.16",1634.61420088664,0.116432792337993,0.0979516983708542,1.18867558474757,0.234567351808755,0.600120523635538,"ENSG00000108587.16","ENSG00000108587","GOSR1"
"ENSG00000138835.24",601.918688221199,0.224274165284271,0.1887084785555,1.18846893897409,0.234648710098073,0.600262947246723,"ENSG00000138835.24","ENSG00000138835","RGS3"
"ENSG00000038219.13",6535.65330836621,0.126775528141136,0.106682478492949,1.18834442105237,0.234697743566015,0.600322657489164,"ENSG00000038219.13","ENSG00000038219","BOD1L1"
"ENSG00000196295.13",118.523240866613,-0.345712719521481,0.29096978223031,-1.18813959604864,0.234778416657989,0.600378372682156,"ENSG00000196295.13","ENSG00000196295",NA
"ENSG00000137767.14",452.521468981667,0.349094587708103,0.293812429445101,1.18815459362087,0.234772508995564,0.600378372682156,"ENSG00000137767.14","ENSG00000137767","SQOR"
"ENSG00000101265.16",1307.97591897277,0.3086136576814,0.259755381424198,1.18809341307703,0.234796609157303,0.600378372682156,"ENSG00000101265.16","ENSG00000101265","RASSF2"
"ENSG00000106330.12",439.360270743192,-0.212601336040118,0.178979741969246,-1.18785139424689,0.234891962078297,0.600556470721248,"ENSG00000106330.12","ENSG00000106330","MOSPD3"
"ENSG00000121211.8",29.2462715026731,0.383698747857216,0.323067682854576,1.18767294972655,0.234962284936752,0.600591143176345,"ENSG00000121211.8","ENSG00000121211","MND1"
"ENSG00000173320.12",245.201449541211,-0.525767502269909,0.442669180192041,-1.18772104722045,0.234943328820417,0.600591143176345,"ENSG00000173320.12","ENSG00000173320","STOX2"
"ENSG00000106346.12",1392.66101552835,0.127102382840395,0.107022651626653,1.18762132042653,0.2349826342086,0.600591143176345,"ENSG00000106346.12","ENSG00000106346","USP42"
"ENSG00000145721.12",2.47251405468137,-0.713454608127764,0.600809102684587,-1.18748967840175,0.235034525496907,0.600592380004455,"ENSG00000145721.12","ENSG00000145721","LIX1"
"ENSG00000173020.11",2741.41742119217,0.218228345490079,0.18376479265056,1.18754165225247,0.235014037224575,0.600592380004455,"ENSG00000173020.11","ENSG00000173020","GRK2"
"ENSG00000255556.2",12.7235643098954,-1.34252839564107,1.13079938756192,-1.18723834696767,0.235133619063581,0.600779895356985,"ENSG00000255556.2","ENSG00000255556",NA
"ENSG00000167397.15",30.5162339049635,-0.301247562318347,0.253770198202787,-1.18708802078336,0.235192902973192,0.600865664866783,"ENSG00000167397.15","ENSG00000167397","VKORC1"
"ENSG00000160224.17",7.88531639068977,0.940607154393721,0.792521550100515,1.18685372564875,0.23528532268628,0.601036060991322,"ENSG00000160224.17","ENSG00000160224","AIRE"
"ENSG00000175520.9",9.18277334832231,0.600934085306791,0.506394781797647,1.18669091173005,0.235349561160957,0.601099115677906,"ENSG00000175520.9","ENSG00000175520","UBQLN3"
"ENSG00000103275.21",3046.06544474984,0.134503926165825,0.113346568966267,1.1866607643488,0.235361457217203,0.601099115677906,"ENSG00000103275.21","ENSG00000103275","UBE2I"
"ENSG00000154358.23",6127.00495238628,0.452003391239214,0.380980241411906,1.18642213455505,0.235455634756193,0.601170347563943,"ENSG00000154358.23","ENSG00000154358","OBSCN"
"ENSG00000273270.1",4.83838587421388,-0.503204358836348,0.424100225427583,-1.18652226211153,0.23541611520775,0.601170347563943,"ENSG00000273270.1","ENSG00000273270",NA
"ENSG00000198774.5",62.1470846123524,-0.443727064552121,0.374013075566235,-1.18639452345441,0.235466533463375,0.601170347563943,"ENSG00000198774.5","ENSG00000198774","RASSF9"
"ENSG00000215183.5",1.71567185638243,-1.20613658288239,1.01683862691418,-1.18616322291244,0.235557846884598,0.601337774533543,"ENSG00000215183.5","ENSG00000215183","MSMP"
"ENSG00000114650.21",2559.97305023453,-0.145142737237591,0.122392305549679,-1.18588122501441,0.23566920863423,0.601341828552419,"ENSG00000114650.21","ENSG00000114650","SCAP"
"ENSG00000225240.1",3.36977626744368,0.588677703886464,0.496399282162389,1.18589555835394,0.23566354746036,0.601341828552419,"ENSG00000225240.1","ENSG00000225240",NA
"ENSG00000148346.12",14.2218470685447,-0.763278296432805,0.643637620730157,-1.18588204270429,0.235668885672393,0.601341828552419,"ENSG00000148346.12","ENSG00000148346","LCN2"
"ENSG00000256571.1",1.84236537728303,0.865521772269054,0.72976269925266,1.18603180616853,0.235609739085934,0.601341828552419,"ENSG00000256571.1","ENSG00000256571",NA
"ENSG00000154734.16",2612.48053944995,-0.355809072980478,0.300049808447284,-1.18583336154001,0.235688113750024,0.601341828552419,"ENSG00000154734.16","ENSG00000154734","ADAMTS1"
"ENSG00000196154.12",2163.07873666012,-0.476340410385864,0.401760268746195,-1.18563344223265,0.235767089482371,0.601411988301864,"ENSG00000196154.12","ENSG00000196154","S100A4"
"ENSG00000258011.2",6.46000469430074,-0.51361903741735,0.433179227495009,-1.18569636957781,0.235742228767977,0.601411988301864,"ENSG00000258011.2","ENSG00000258011",NA
"ENSG00000168175.16",881.103604195465,0.204416723029794,0.172442639519969,1.18541866210603,0.235851956664895,0.601497142483293,"ENSG00000168175.16","ENSG00000168175","MAPK1IP1L"
"ENSG00000168802.14",27.7969309226827,-0.269050079670993,0.22696275669222,-1.18543713335244,0.235844657176435,0.601497142483293,"ENSG00000168802.14","ENSG00000168802","CHTF8"
"ENSG00000169905.13",1865.24383175277,-0.15311170704831,0.12919233444209,-1.18514544775056,0.235959944495989,0.601657521048764,"ENSG00000169905.13","ENSG00000169905","TOR1AIP2"
"ENSG00000133561.15",126.364629187061,0.367893486569608,0.310478790529698,1.18492308586347,0.236047858729332,0.601657521048764,"ENSG00000133561.15","ENSG00000133561","GIMAP6"
"ENSG00000174450.13",1.85356529778381,1.88556092686777,1.5912004391185,1.18499271399921,0.236020327670762,0.601657521048764,"ENSG00000174450.13","ENSG00000174450","GOLGA6L2"
"ENSG00000066654.14",780.615419432847,0.110223071783215,0.0930061119452505,1.18511643458549,0.235971413988304,0.601657521048764,"ENSG00000066654.14","ENSG00000066654","THUMPD1"
"ENSG00000187624.9",103.548021337372,-0.403590079511371,0.340620067595944,-1.1848687670103,0.236069338054227,0.601657521048764,"ENSG00000187624.9","ENSG00000187624","LIAT1"
"ENSG00000224905.8",7.46189796748149,0.482313338564164,0.406996063523726,1.18505651968314,0.235995100811962,0.601657521048764,"ENSG00000224905.8","ENSG00000224905",NA
"ENSG00000265241.8",1865.50008270753,0.158279158199092,0.133603449523989,1.18469364947551,0.236138594260895,0.601768392790934,"ENSG00000265241.8","ENSG00000265241","RBM8A"
"ENSG00000165078.13",14.850545390774,0.70206885088941,0.592745502388874,1.18443555971314,0.236240690862315,0.601962920685807,"ENSG00000165078.13","ENSG00000165078","CPA6"
"ENSG00000237049.1",1.59340272208567,-0.934362360935934,0.789183725200805,-1.1839605038715,0.236428697735254,0.602266107066196,"ENSG00000237049.1","ENSG00000237049","RPL34P1"
"ENSG00000115020.17",13158.4354381573,0.103584289473793,0.0874878555047848,1.18398478138634,0.236419087164193,0.602266107066196,"ENSG00000115020.17","ENSG00000115020","PIKFYVE"
"ENSG00000130725.8",919.585241947185,0.133893453658057,0.113091463512217,1.18393952558225,0.236437002487299,0.602266107066196,"ENSG00000130725.8","ENSG00000130725","UBE2M"
"ENSG00000160145.16",2284.19973023571,-0.442179530382385,0.373537913749941,-1.18376077529414,0.23650777338395,0.60231505535579,"ENSG00000160145.16","ENSG00000160145","KALRN"
"ENSG00000100104.13",863.764266911321,0.223172235355051,0.188525804326704,1.18377553752964,0.236501928145512,0.60231505535579,"ENSG00000100104.13","ENSG00000100104","SRRD"
"ENSG00000134184.13",927.457340804778,0.900832525137603,0.761079480744465,1.1836247697237,0.236561630804893,0.60231698469258,"ENSG00000134184.13","ENSG00000134184","GSTM1"
"ENSG00000198478.8",107.276044275992,-0.404649520211868,0.341909618368031,-1.18349849923293,0.236611640952375,0.60231698469258,"ENSG00000198478.8","ENSG00000198478","SH3BGRL2"
"ENSG00000280311.1",2.62876813753305,-0.709180941739003,0.599201289175283,-1.18354375157485,0.236593717645171,0.60231698469258,"ENSG00000280311.1","ENSG00000280311",NA
"ENSG00000099203.7",95.7118171747547,0.198082552688478,0.167358567346845,1.18358178985817,0.236578652386548,0.60231698469258,"ENSG00000099203.7","ENSG00000099203","TMED1"
"ENSG00000069509.6",310.712431945458,0.174075609359414,0.147112802728412,1.18327981066868,0.236698271486267,0.602471874896309,"ENSG00000069509.6","ENSG00000069509","FUNDC1"
"ENSG00000177842.12",132.144023805344,0.327442715923593,0.276788641173017,1.18300633485502,0.236806636801598,0.602485178082114,"ENSG00000177842.12","ENSG00000177842","ZNF620"
"ENSG00000271959.1",10.4432383746125,-0.436297334917218,0.3687854300322,-1.18306554269002,0.236783172609646,0.602485178082114,"ENSG00000271959.1","ENSG00000271959",NA
"ENSG00000198408.14",12993.8512315524,0.153112685891313,0.129408120635117,1.18317679864182,0.236739086083146,0.602485178082114,"ENSG00000198408.14","ENSG00000198408","OGA"
"ENSG00000279356.1",1.78755660865199,-0.624078120277623,0.527521864997793,-1.18303744676106,0.23679430688162,0.602485178082114,"ENSG00000279356.1","ENSG00000279356",NA
"ENSG00000078061.14",1083.33969424509,0.114967065326199,0.0971918822619997,1.18288752774931,0.236853725270241,0.602539373398417,"ENSG00000078061.14","ENSG00000078061","ARAF"
"ENSG00000271707.1",2.51778245830939,-0.746148304322525,0.630920089263502,-1.18263519742022,0.236953756805299,0.602668736246687,"ENSG00000271707.1","ENSG00000271707",NA
"ENSG00000126549.11",5.60275239394052,2.24237410053509,1.89619669191645,1.18256408214106,0.236981954490908,0.602668736246687,"ENSG00000126549.11","ENSG00000126549","STATH"
"ENSG00000234358.1",5.32235765062089,-0.508040022299968,0.429590785391523,-1.18261387249484,0.236962212032438,0.602668736246687,"ENSG00000234358.1","ENSG00000234358","RPL7AP42"
"ENSG00000214078.13",3233.60633107476,0.267192233186679,0.225964837639388,1.18245049087276,0.237026999110544,0.6027176908496,"ENSG00000214078.13","ENSG00000214078","CPNE1"
"ENSG00000232811.1",1.43541864116632,0.815449652958784,0.689788765880818,1.18217299743568,0.237137064583918,0.602866966579588,"ENSG00000232811.1","ENSG00000232811",NA
"ENSG00000143669.16",94217.7103927756,0.296146289751163,0.25051024070348,1.18217238911882,0.237137305907429,0.602866966579588,"ENSG00000143669.16","ENSG00000143669","LYST"
"ENSG00000224712.13",53.3602998874963,0.636605776192413,0.538571154226765,1.18202724226179,0.237194891631877,0.602947763040736,"ENSG00000224712.13","ENSG00000224712","NPIPA3"
"ENSG00000196329.12",6.23451403767701,0.607815461901984,0.514244736663481,1.18195757499748,0.237222535008682,0.602952436964305,"ENSG00000196329.12","ENSG00000196329","GIMAP5"
"ENSG00000198754.5",47.4111882123619,-0.649773088413163,0.549802078215466,-1.18183090635485,0.237272801878742,0.603014606123415,"ENSG00000198754.5","ENSG00000198754","OXCT2"
"ENSG00000125454.12",450.275304986234,0.248812392891516,0.21059402526601,1.18147887898163,0.237412539068736,0.603304120487231,"ENSG00000125454.12","ENSG00000125454","SLC25A19"
"ENSG00000119283.16",10.8436755113133,-0.80886037155258,0.684684301528977,-1.18136251955289,0.237458740701446,0.603332714470921,"ENSG00000119283.16","ENSG00000119283","TRIM67"
"ENSG00000272970.5",1.4470319376309,-0.696965279929855,0.589988313940851,-1.18132048289982,0.237475433321453,0.603332714470921,"ENSG00000272970.5","ENSG00000272970","LOC107986163"
"ENSG00000206932.1",5.67756502234305,0.56421558815537,0.477771114917354,1.18093281602629,0.237629413666738,0.603461458508533,"ENSG00000206932.1","ENSG00000206932","RNU6-4P"
"ENSG00000213493.3",10.0199158475118,0.379375381995387,0.32122862237487,1.18101363194423,0.237597307962388,0.603461458508533,"ENSG00000213493.3","ENSG00000213493","ACTN4P1"
"ENSG00000105443.17",1177.95492229672,0.146778731988529,0.124281166976203,1.18102151403707,0.237594176810816,0.603461458508533,"ENSG00000105443.17","ENSG00000105443","CYTH2"
"ENSG00000101247.18",2644.7983765536,0.161222935389695,0.136519441971539,1.18095220037089,0.237621712577299,0.603461458508533,"ENSG00000101247.18","ENSG00000101247","NDUFAF5"
"ENSG00000170954.12",247.629597937776,0.528387311562476,0.447496113060649,1.18076402485057,0.237696479146771,0.603566173847365,"ENSG00000170954.12","ENSG00000170954","ZNF415"
"ENSG00000159352.16",3002.79503485729,0.167268994569032,0.141733337284865,1.18016690902327,0.237933837349498,0.603971976481082,"ENSG00000159352.16","ENSG00000159352","PSMD4"
"ENSG00000215973.1",5.57614161026219,0.382427983347045,0.324038581352775,1.18019274664921,0.23792356322825,0.603971976481082,"ENSG00000215973.1","ENSG00000215973","MIR933"
"ENSG00000226521.8",3.5273763787706,-1.12291904210526,0.951436805271997,-1.18023502547207,0.237906752074867,0.603971976481082,"ENSG00000226521.8","ENSG00000226521",NA
"ENSG00000122025.15",192.609261386885,0.517131946304834,0.438229265467226,1.18004886267348,0.23798078150332,0.604025520378729,"ENSG00000122025.15","ENSG00000122025","FLT3"
"ENSG00000178096.9",6.58007849250743,-0.307321387925081,0.260464903597628,-1.17989557779284,0.238041748920843,0.60404903402307,"ENSG00000178096.9","ENSG00000178096","BOLA1"
"ENSG00000198995.3",12.0627619590787,0.356842785156205,0.302434971970921,1.17989921215366,0.238040303265171,0.60404903402307,"ENSG00000198995.3","ENSG00000198995","MIR340"
"ENSG00000217643.1",3.70475608002776,0.724873153217148,0.614477039893254,1.17965864655101,0.238136007477711,0.604082205984206,"ENSG00000217643.1","ENSG00000217643",NA
"ENSG00000163406.11",360.970911549156,0.399855435803439,0.338993315236233,1.17953781927763,0.238184086438949,0.604082205984206,"ENSG00000163406.11","ENSG00000163406","SLC15A2"
"ENSG00000147576.17",35.8602966793596,0.391165268557538,0.331565629041443,1.17975216456663,0.238098799978835,0.604082205984206,"ENSG00000147576.17","ENSG00000147576","ADHFE1"
"ENSG00000244266.1",2.91432839380002,0.581800972982431,0.493232012236062,1.17956855708704,0.238171854759536,0.604082205984206,"ENSG00000244266.1","ENSG00000244266","RPL26P33"
