"","Patient_2_PD1_PRE","Patient_3_PD1_PRE","Patient_4_PD1_PRE","Patient_5_PD1_PRE","Patient_6_PD1_PRE","Patient_7_PD1_PRE","Patient_8_PD1_PRE","Patient_9_PD1_PRE","Patient_10_PD1_PRE","Patient_11_PD1_PRE","Patient_12_PD1_PRE","Patient_13_PD1_PRE","Patient_14_PD1_PRE","Patient_15_PD1_PRE","Patient_16_PD1_PRE","Patient_17_PD1_PRE","Patient_18_PD1_PRE","Patient_19_PD1_PRE","Patient_21_PD1_PRE","Patient_23_PD1_PRE","Patient_25_PD1_PRE","Patient_27_PD1_PRE","Patient_29_PD1_PRE","Patient_30_PD1_PRE","Patient_34_PD1_PRE","Patient_35_PD1_PRE","Patient_36_PD1_PRE","Patient_38_PD1_PRE","Patient_40_PD1_PRE","Patient_41_PD1_PRE","Patient_42_PD1_PRE","Patient_44_PD1_PRE","Patient_45_PD1_PRE","Patient_46_PD1_PRE","Patient_47_PD1_PRE","Patient_48_PD1_PRE","Patient_49_PD1_PRE","Patient_50_PD1_PRE","Patient_52_PD1_PRE","Patient_53_PD1_PRE","Patient_54_PD1_PRE"
"ENSG00000235400.1",0,0,0.0303954047011357,0,0,0,0.0874354857268564,0,0,0.0228430824830129,0.0281145202247284,0.0537028764307822,0,0,0,0,0.0285897145528566,0.0271028321836267,0.0157622240756671,0.0267278163467592,0.0286767056739644,0.744878631915835,0,0,0.10695145414673,0.0872410261045216,0.0286561894861874,0.0317549473255285,0,0.165933361051579,0.0687421833692929,0.0272218486477193,0.0271870123074789,0,0,0.0966785285850211,0.253368869912624,0.0807677741534884,0.00653207922724928,0.016066778415395,0
"ENSG00000215875.4",0.0617723582966037,0.579555092941801,2.67479561369994,0,0.0797892266511656,0.427172921093564,0.961790342995421,0.0568655563192916,0.106544890119056,0,0.0843435606741851,0,0,1.63590160954385,0.153225468902495,0,0,0.379439650570773,0,0,0,0,0,0,0,0,0,0.0952648419765854,0.0884758886835298,0.0276555601752632,0,0,0.271870123074789,0,0,0,0,0,0.0130641584544986,0,0
"ENSG00000175984.16",17.1109432481592,21.9265010162982,68.2072881493484,24.9761701622145,12.4737157664656,19.5584173157839,44.8835493397863,3.83842505155218,4.66133894270871,8.06360811650356,7.39411881910356,13.9627478720034,6.89665982225427,79.3412280628767,14.1988934516312,0.901131591635883,1.45807544219569,43.0392975075992,8.02297205451457,6.60177063764952,6.62431901068577,6.29294016618551,8.75279222640268,8.76385834734676,9.75932019088909,14.6274120435248,7.42195307692253,4.31867283627187,14.7754734101495,7.35637900662002,2.4403475096099,3.32106553502175,35.3974900243375,7.16816396171519,8.58593760171409,3.44820085286575,3.88498933866024,6.75757043750853,2.97862812762567,3.2213890722867,10.7272457554577
"ENSG00000198483.13",6.85673177092302,3.57392307314111,32.9486186960311,3.56438717911318,1.43620607972098,7.35347671311064,32.6717264999354,1.22260946086477,3.30289159369074,1.16499720663366,1.09646628876441,0.805543146461734,1.65291846979648,13.9333688812873,4.29031312926987,0.145343805102562,0.428845718292849,26.642084036505,0.843278988048191,0.294005979814351,0.430150585109466,1.38701538356742,0.632731968173687,3.43180213601605,0.935825223783886,2.006543600404,1.08893520047512,1.58774736627642,4.04039891654786,3.40163390155738,1.89041004265556,0.871099156727017,3.4799375753573,0.4480102476072,0.499545460463365,0.418940290535092,0.591194029796123,1.50766511753178,0.620547526588682,0.610537579785011,3.00246280655473
"ENSG00000143412.10",1.23544716593207,0.643950103268668,5.50156825090555,1.32391523795632,1.14364558200004,2.13586460546782,3.03109683853102,0.966714457427957,0.452815783005989,0.228430824830129,0.393603283146197,0.805543146461734,1.42492971534179,5.69745043323893,0.995965547866219,0.116275044082049,0.114358858211426,4.77009846431829,0.189146688908005,0.106911265387037,0.0286767056739644,0.590765811519456,0.580004304159214,0.0567240022481991,0.187165044756777,0.261723078313565,0.286561894861874,0.0952648419765854,0.825774961046278,0.580766763680528,0.343710916846465,0.272218486477193,1.65840775075621,0.35840819808576,0.280994321510643,0.0644523523900141,0.197064676598708,0.242303322460465,0.215558614499226,0.297235400684808,0.787053357058037
"ENSG00000163141.20",9.26585374449056,5.92434095007175,54.8637054855499,7.76527206878228,3.37774392823268,11.0454712454193,30.9230167853982,0.938281679268311,2.26407891502994,1.27921261904872,4.13283447303507,0.644434517169387,0.370481725988866,30.3770005772194,6.89514610061229,1.86040070531279,2.00128001869996,28.1056369744209,0.252195585210674,1.38984645003148,0.143383528369822,1.02741880264253,2.00365123255001,0.510516020233792,0.561495134270331,0.203562394243884,1.23221614790606,2.82619031197203,6.37026398521415,1.18918908753632,0.790535108746869,0.707768064840701,5.65489855995561,0.26880614856432,1.03031251220569,1.86911821931041,1.5483653161327,0.619219601843411,1.86164257976604,1.73521206886266,0.524702238038691
"ENSG00000143367.17",23.9985611982306,30.6198274104252,102.614886271034,16.2943413902317,21.2505306980938,28.406999252722,45.5247429017832,12.4251240557652,10.4147630091377,8.29203894133369,17.3747734988821,7.62580845317108,8.00810500022086,59.6539983480214,14.3521189205337,12.0053983014716,23.7008733643181,50.4112678615456,1.0797123491832,13.3104525406861,1.03236140426272,15.4883384498362,2.32001721663685,9.01911635746366,7.96788333393137,24.4856479933357,4.18380366498335,5.74764546592065,15.6307403340903,11.2281574311569,4.02141772710364,24.145779750527,13.6750671906619,8.30312325565343,7.43073872439256,2.7392249765756,11.1763823728124,2.7999495039876,5.4346899170714,3.2213890722867,6.76282884583202
"ENSG00000213171.3",0.0926585374449056,0.0321975051634334,0.69909430812612,0.127299542111185,0,0.0305123515066831,0.116580647635809,0,0.026636222529764,0.0228430824830129,0,0.0268514382153911,0.0569971886136716,0,0,0,0,0.0271028321836267,0.118216680567503,0.267278163467592,0,0,0.052727664014474,0.113448004496398,0.0802135906100473,0,0.0859685684585621,0,0.0294919628945099,0,0,0,0,0.02986734984048,0,0,0.0281520966569582,0,0,0,0
"ENSG00000143631.11",10679.853912079,3205.45482405078,52868.3079577297,6670.87790525243,3460.3789706344,10173.8554122794,10782.0777772454,341.506098475505,1308.10488843671,5.77929986820227,3075.47548190326,6.3637908570477,3.79031304280916,30181.7923868806,7511.44447411627,15.6389934290356,2.08704916235853,37815.8228665132,0.598964514875351,5.79993614724675,0.802947758871003,2.26032136581357,0.395457480108555,31.9639752668602,1.25667958622408,21.693935157991,2.98024370656349,147.914544642312,6960.01476721566,13.9384023283327,3.8495622686804,3.15773444313544,3675.65687695884,37.7821975482072,12.8632956069317,1.25682087160527,0.225216773255666,0.134612956922481,151.949226984273,505.693817235351,40.6352733236631
"ENSG00000143520.6",2395.96446125037,910.996211094185,12976.9228968888,1646.33951821553,687.09162710207,2153.89740520827,7526.09686942489,38.6685782971183,295.635433857851,1.30205570153174,364.223609511356,0.0805543146461734,0.284985943068358,5259.19803308216,1603.37684417386,4.06962654287173,0.600384005609988,8342.11623195937,0.0157622240756671,0.106911265387037,0.659564230501181,0.205483760528506,3.58548115298423,9.07584035971186,0.10695145414673,3.19883762383246,0.143280947430937,36.9310037395896,1505.62368969052,12.9151466018479,0.515566375269697,0.653324367545263,1118.44649931737,0.716816396171519,3.933920501149,0.612297347705134,0.0563041933139165,0,125.082785122596,478.854263892433,1.25345534642576
