"","PACE001","PACE003","PACE004","PACE005","PACE006","PACE007","PACE010","PACE011","PACE013","PACE014"
"ABHD17B",83.9192851631878,129.675935800262,2.67157864736792,84.5314929956685,85.3777221237795,37.2175725497464,32.2149111288194,35.8522828966263,61.7574213938479,46.6473147319006
"ABHD18",45.1873073955626,127.42070213417,92.6147264420877,56.354328663779,132.482672261037,97.4938585270531,94.3840378686462,62.9244148797931,135.44525373878,81.4351426675552
"ABHD2",161.383240698438,206.353880447373,26.7157864736792,212.070236813695,285.573760207125,122.575266114926,116.143232227586,92.3745044020218,319.313940161372,101.200953994632
"ABHD3",137.175754593672,531.859272919915,160.294718842075,230.60784492678,478.704055769881,250.814075878726,267.327244981256,210.174862490937,197.904464012103,202.401907989263
"ABHD4",3566.56961943548,4448.07253408783,7785.8707046459,6625.34113961665,6159.56104232315,5214.10100645306,8178.91379650368,8090.17738751014,6791.21098668484,8587.05907293512
"ABHD5",1447.60766906499,569.446500688107,746.260968831438,591.72045096968,962.118606553488,1074.4551379579,863.020513924688,815.639435898248,564.940047977813,1148.78895432969
"ABHD8",0,28.5662931038258,23.1536816105219,22.9866340602257,7.06574252058865,14.9679367863111,9.60795595070052,5.48759432091219,47.721643804337,10.2782218900798
"ABI1",8943.85919950743,6062.81983900935,5588.94253029368,3641.52773773446,7179.9720246715,6356.11412936539,5051.80672149039,3567.66798783571,4135.64186674938,6255.48396879317
"ABI2",1158.73166821479,1863.57475274695,1677.75139054705,1761.07277074309,2195.09067639621,2404.57881777927,1479.34262946815,1542.37984379772,1320.76667117297,2163.17039163525
"ABI3",124.265095337797,452.55022232903,296.545229857839,401.153839567164,372.717917961051,222.496357634354,24.8676506959307,48.8395894561185,982.504431265761,22.1377086863257
"ABLIM1",1575.10042921676,3342.25629314762,4962.01207437801,2388.3854292899,2914.61878974282,4604.86552536699,3502.94770484952,3334.81106881834,4019.84670163591,3862.23953331075
"ABLIM3",8908.35488655378,7190.06079977742,11534.9860731189,18539.0911217343,8479.47983658309,13645.0948054668,13907.2336516993,14785.4082986444,10314.8929505315,9649.66908987875
"ABO",14.5244916628594,8.26919010900221,3013.54071423101,4650.71512341082,5881.05302463662,7725.07353706476,4741.5262616707,3859.05924627615,5940.64286476048,7.11569207774754
"ABR",82.3054527562034,151.852400183495,241.332604478902,146.817856255635,249.06742385075,84.9531547331168,113.317362830321,143.409131586505,265.977985321231,48.2285796380667
"ABRACL",188.818391617172,429.997885668115,187.901031531543,175.736524912048,259.077225754917,185.68332391667,214.483487252403,119.080796763794,214.045608240041,100.410321541549
"ABRAXAS1",324.38031380386,214.998942834057,300.997860936785,132.72927408969,287.340195837272,368.13033717684,136.489491887893,210.723621923028,172.640064350984,356.57523634046
"ABRAXAS2",3.22766481396876,72.5433495926103,14.2484194526289,34.8507032526002,101.86445467182,39.6448055421212,21.7591943589394,9.51183015624779,84.2146655370653,19.7658113270765
"ABT1",129.10659255875,384.141467790921,133.578932368396,275.839608722708,293.817126481145,123.788882611113,79.9721039425955,175.968857890584,414.055438890571,60.8786988873957
"ABTB1",3829.62430177393,7658.77353004678,9344.29158227718,9390.41076576444,4552.69343076595,6176.09434909759,9420.0356357824,14223.2957203723,8992.02091272014,4783.32634115252
"AC000093.1",16.1383240698438,16.5383802180044,24.9347340421005,53.3883113656854,26.4965344522074,25.0814075878726,37.8666499233491,53.9613441556365,21.0536663842663,124.919927587124
"AC002091.1",9.68299444190628,19.5453584394598,14.2484194526289,2.96601729809363,13.5426731644616,7.2816989771243,5.65173879452971,2.19503772836487,8.42146655370653,3.16252981233224
"AC002350.1",24.2074861047657,12.7796574411852,14.2484194526289,26.6941556828427,19.4307919316188,21.036019267248,19.4984988411275,16.8286225841307,11.2286220716087,15.8126490616612
"AC002456.1",495.446548944205,258.975999322842,65.8989399684086,100.10308381066,149.558216685793,122.170727282863,115.578058348133,171.578782433854,118.602320631367,56.9255366219803
"AC002467.1",343.746302687673,93.5921971427978,60.5557826736728,80.8239713730515,77.7231677264751,61.0853636414316,94.6666248083727,96.0329006159632,120.707687269794,110.688543431628
"AC002511.1",48.4149722095314,15.7866356626406,198.587346121015,25.9526513583193,27.0853463289232,15.3724756183735,46.6268450548702,68.9607686327965,11.2286220716087,58.5068015281465
"AC002511.2",8.0691620349219,12.7796574411852,97.9578837368236,5.93203459618727,18.2531681781873,8.09077664124922,28.5412809123751,34.7547640324438,14.0357775895109,33.9971954825716
"AC003102.1",3.22766481396876,14.6590188295948,23.1536816105219,17.7961037885618,15.3091087946087,6.87716014506184,28.2586939726486,26.3404527403785,14.0357775895109,26.090870951741
"AC003681.1",0,25.5593148823705,47.1978894368332,17.0545994640384,64.1804945620136,22.2496357634354,7.06467349316214,31.8280470612907,40.001966130106,0.79063245308306
"AC004069.1",456.71457117658,276.641996373892,175.433664510493,172.029003289431,280.274453316683,266.186551497099,330.061545600535,107.556848689879,110.18085407766,120.176132868625
"AC004241.1",74.2362907212815,34.9561218244184,61.4463088894621,41.5242421733109,52.4042570276991,40.8584220383086,33.3452588877253,66.0340516616433,56.8448992375191,60.8786988873957
"AC004241.3",30.6628157327032,25.5593148823705,20.482102963154,8.15654756975749,8.83217815073581,11.3270872977489,6.21691267398269,5.30467451021511,1.40357775895109,18.9751788739934
"AC004475.1",119.423598116844,272.131529041709,276.953653110474,213.553245462742,158.979206713245,137.543202901237,83.9283210987663,102.800933611755,165.622175556228,79.063245308306
"AC004687.2",9.68299444190628,19.5453584394598,8.90526215789305,8.8980518942809,5.29930689044149,10.9225484656864,13.8467600465978,23.7795753906195,10.5268331921332,13.440751702412
"AC004812.2",12.910659255875,12.4037851635033,15.1389456684182,8.8980518942809,18.8419800549031,8.49531547331168,11.5860645287859,24.1454150120136,16.8429331074131,14.2313841554951
"AC004917.1",35.5043129536564,20.2971029948236,44.5263107894653,17.0545994640384,24.1412869453446,23.4632522596227,24.8676506959307,46.8274715384507,26.6679774200707,59.2974339812295
"AC004951.2",12.910659255875,2.63110594377343,16.9199980999968,39.2997291997406,22.9636631919131,16.1815532824984,10.1731298301535,18.2919810697073,18.2465108663641,13.440751702412
"AC004967.2",20.9798212907969,21.0488475501874,35.6210486315722,42.2657464978343,28.8517819590703,25.0814075878726,15.2596947452302,37.3156413822029,21.0536663842663,15.8126490616612
