"","PACE001","PACE003","PACE004","PACE005","PACE006","PACE007","PACE010","PACE011","PACE013","PACE014"
"COASY",206.570548094001,462.698773826442,956.425155757714,874.975102937622,534.052372181159,435.283783299208,588.063421570817,607.476691324979,755.826623195161,379.503577479869
"COBLL1",54.8703018374689,112.761683304576,24.9347340421005,3.70752162261704,35.917524479659,62.7035189696815,8.47760819179457,22.682056526437,51.2305882017147,23.7189735924918
"COCH",0,52.6221188754686,0,11.8640691923745,12.9538612877459,26.29502408406,32.7800850082723,0,12.6321998305598,14.2313841554951
"COG1",58.0979666514377,152.980017016541,61.4463088894621,180.927055183712,144.258909795352,69.9852179468057,38.4318238028021,98.5937779657223,198.606252891579,49.0192120911497
"COG2",61.3256314654065,144.710826907539,5.34315729473583,68.2183978561535,74.1902964661808,42.4765773665584,3.67363021644431,13.7189858022805,141.76135365406,26.090870951741
"COG3",95.2161120120784,148.84542196204,21.3726291789433,83.0484843466217,120.706434726723,48.9491986795578,37.3014760438961,49.0225092668155,174.043642109935,33.2065630294885
"COG4",67.780961093344,273.635018152437,132.688406152606,233.573862224874,209.617028110797,181.637935596045,41.8228670795199,93.8378628875984,502.480837704489,121.757397774791
"COG5",6.45532962793752,213.119581445648,52.541046731569,142.368830308494,180.176434275011,133.497814580612,45.4964972959642,67.680329957917,67.3717324296522,33.2065630294885
"COG6",232.391866605751,124.413723912715,120.221039131556,51.9053027166386,159.56801858996,56.2308976566821,20.6288466000335,168.652065462701,52.6341659606658,64.0412286997279
"COG8",40.3458101746095,85.3230070337955,5.34315729473583,71.1844151542472,69.479801452455,32.7676453970593,33.6278458274518,21.7674574729517,160.007864520424,10.2782218900798
"COIL",32.2766481396876,86.4506238668413,54.3220991631476,24.4696427092725,73.6014845894651,23.0587134275603,9.04278207124754,10.7922688311273,16.8429331074131,15.8126490616612
"COL4A3BP",248.530190675595,567.191267022015,105.082093463138,310.690311975308,486.358610167185,293.290653245284,599.932073039329,289.196220712072,447.741305105397,162.079652882027
"COL6A3",172.680067547329,77.4296892024753,40.0736797105187,1310.23814143286,397.448016783112,364.084948856215,621.126093518816,58.7172592337604,315.103206884519,264.071239329742
"COLGALT1",0,213.871326001012,59.6652564578835,186.859089779899,180.765246151726,67.1534461223685,62.4517136795534,108.837287364758,314.401418005044,60.8786988873957
"COLQ",29.0489833257188,93.9680694204797,210.164186926276,159.423429772533,124.239305987017,184.874246252545,196.963096989361,202.309310630963,24.562610781644,131.244987211788
"COMMD1",37.1181453606407,139.07274274231,27.6063126894685,100.844588135184,62.4140589318664,52.5900481681199,18.9333249616745,15.5481839092512,102.461176403429,19.7658113270765
"COMMD10",90.3746147911253,249.579192380794,190.572610178911,88.980518942809,166.633761110549,180.424319099858,76.2984737261512,105.910570393605,150.182820207766,107.526013619296
"COMMD2",79.0777879422346,194.701839839234,19.5915767473647,68.959902180677,91.8546527676524,62.7035189696815,12.9989992274183,36.7668819501116,158.604286761473,19.7658113270765
"COMMD3",112.968268488907,254.089659712977,146.936825605235,97.1370665125665,178.998810521579,125.0024991073,85.0586688576722,68.9607686327965,150.884609087242,78.272612855223
"COMMD4",95.2161120120784,104.116620917891,123.783143994713,233.573862224874,91.2658408909367,65.5352907941187,109.36114567415,189.870763503562,167.727542194655,72.7381856836416
"COMMD5",319.538816582907,279.648974595348,268.048390952581,377.425701182415,297.938809618155,152.511139687548,279.195896449768,271.270079263759,457.566349418055,177.101669490606
"COMMD6",413.141096188001,722.426517704648,215.507344221012,265.45854817938,405.102571180416,301.381429886533,135.641731068713,218.406253972305,309.488895848715,113.851073243961
"COMMD7",5969.56607343522,2715.30133397418,5084.90469215693,4060.47768109018,3406.86551867716,3566.41434346266,4434.63684512774,3643.76262908569,4515.30965054565,5730.50401994602
"COMMD8",79.0777879422346,345.050750912001,97.9578837368236,106.776622731371,189.597424302462,143.206746550111,29.671628671281,39.5106791105677,223.168863673223,34.7878279356547
"COMMD9",133.948089779704,201.84341311519,55.2126253789369,120.123700572792,150.147028562509,101.539246847678,59.6258442822885,92.1915845913247,245.62610781644,49.8098445442328
"COMT",705.244761852174,1721.49503178319,4303.91320090971,2096.23272542767,1646.90681917387,1626.24610489109,2041.12546564441,4856.88681362868,1543.9355348462,3444.78559808289
"COMTD1",56.4841342444533,166.135546735408,15.1389456684182,156.457412474439,61.236435178435,66.3443684582436,79.4069300631425,68.0461695793111,180.359742025215,71.1569207774754
"COP1",516.426370235002,673.563121605998,55.2126253789369,277.322617371755,735.426034017935,381.480118634901,418.228670795199,274.013876424215,399.317872421584,282.255785750653
"COPA",2933.9473158976,2274.77902453097,3050.05228907837,5391.4779436097,3274.38284641612,3280.00085036243,3089.8055989694,2565.81618464784,3098.39790288453,1649.25929713126
"COPB1",221.09503975686,1052.81824978705,237.770499615745,263.23403520581,905.592666388779,404.538832062461,185.377032460575,121.824593924251,546.693537111449,170.776609865941
"COPB2",647.146795200737,663.414570108587,330.385226057832,631.761684493944,681.844153236805,733.833441361304,499.613709436427,568.148932025108,831.619822178519,573.999160938302
"COPE",1354.0053894599,1557.23884643619,2774.87968839948,3549.58120149355,1851.81335227094,1487.48928549367,2966.88028018837,3081.65005081359,2669.60489752497,1911.74927155484
"COPG1",167.838570326376,383.765595513239,240.442078263112,613.224076380858,438.076036276496,372.580264329527,310.563046759408,333.279895090067,454.759193900152,132.035619664871
"COPG2",0,39.0907168789195,0,0,10.598613780883,21.8450969313729,9.04278207124754,26.8892121724697,48.4234326838125,5.53442717158142
"COPS2",246.91635826861,378.12751134801,103.301041031559,111.225648678511,278.508017686536,267.400167993287,187.637727978387,151.274683446479,160.007864520424,212.680129879343
"COPS3",1068.35705342366,941.560055593206,1317.97879936817,837.899886711451,1340.7246432817,1663.8682162729,1071.56967544283,930.147237394615,1382.52409256682,1573.35858163529
"COPS4",711.700091480112,583.72964724002,680.362028863029,595.427972592297,975.661279717949,1108.84093868321,866.128970261679,271.81883869585,452.653827261726,592.183707359212
"COPS5",732.679912770909,662.286953275541,339.290488215725,424.881977951913,614.130787414497,540.463879635448,405.794845447234,451.629012611073,461.075293815432,577.952323203717
"COPS6",422.824090629908,573.581095742608,404.298901968345,591.72045096968,541.118114701747,383.907351627275,317.345133312844,428.215276841848,778.985656217854,362.109663512042
"COPS7A",140.403419407641,202.595157670554,74.8042021263016,241.730409794631,150.735840439225,171.119925962421,79.124343123416,225.723046400188,228.081385829552,68.7850234182263
"COPS7B",35.5043129536564,116.144533803713,103.301041031559,218.743775734405,106.574949685545,106.79825166449,58.4954965233825,113.593202442882,162.113231158851,107.526013619296
"COPS8",808.530035899175,664.542186941632,625.149403484092,411.534900110491,639.449698113273,695.806791147433,385.731172726653,296.513013139955,391.598194747353,383.456739745284
"COPS9",472.852895246423,442.025798553936,497.804154626222,647.333275308935,408.046630563994,396.043516589149,496.505253099435,506.504955820195,388.089250349976,235.608471018752
"COPZ1",3074.35073530524,1904.92070329196,1066.85040651559,2948.22119430507,1267.12315869223,1817.59297245664,1789.90567622756,2508.19644427826,2179.05447077156,2282.5558920508
"COPZ2",20.9798212907969,24.8075703270066,68.5705186157765,41.5242421733109,27.0853463289232,44.9038103589332,64.4298222576387,29.9988489543199,44.2126994069593,26.8815034048241
"COQ10B",424.437923036892,398.424614342834,237.770499615745,189.825107077992,565.259401647092,333.74453645153,175.769076509874,222.064650186246,233.695696865356,277.511991032154
"COQ2",376.022950827361,164.63205762468,278.734705542053,137.919804361354,224.926136905405,243.936915733664,226.917312600368,422.910602331632,289.8388072234,404.803815978527
"COQ4",718.155421108049,541.631952139645,1580.68403302602,1357.69441820236,685.377024497099,837.395382369294,1389.1973956954,1532.13633439868,1026.71713067272,1476.11078990607
"COQ5",175.907732361297,74.4227109810199,58.7747302420942,63.0278675844897,168.400196740696,105.584635168302,56.7999748850236,56.3393016946984,126.321998305598,63.2505962466448
"COQ6",1.61383240698438,40.2183337119653,19.5915767473647,14.0885821659448,15.3091087946087,9.70893196949906,9.32536901097403,13.7189858022805,18.9482997458397,21.3470762332426
"COQ7",77.4639555352502,65.4017763166539,105.972619678927,70.4429108297238,42.9832670002476,34.7903395573716,41.8228670795199,53.7784243449394,68.0735213091278,37.9503577479869
"COQ8A",75.8501231282659,719.419539483192,398.065218457819,301.792260081027,475.171184509587,300.976891054471,209.396922337326,307.122362160385,748.10694552093,292.534007640732
"COQ8B",124.265095337797,140.576231853038,59.6652564578835,229.866340602257,107.752573438977,80.9077664124922,62.7343006192798,115.60532036055,197.904464012103,78.272612855223
"COQ9",35.5043129536564,90.2093466436605,95.2863050894557,178.702542210141,142.492474165204,97.4938585270531,36.4537152247167,69.1436884434935,221.765285914272,71.9475532305585
"CORO1A",1166.80083024971,4211.27299914822,2376.81446994166,5293.59937277261,3584.09789356859,2222.94088218322,1412.08693781325,2113.45549279398,4767.95364715684,601.671296796209
"CORO1B",1465.35982554182,1253.15817379152,2055.33450604172,4312.58915142814,1494.99335498121,1217.25734567595,2419.22679099844,2638.98410892667,1877.28525259708,1053.12242750664
"CORO1C",20056.7091540019,15668.6117674485,25366.6392567584,21648.2187544609,19351.3023282622,15538.3365395191,20756.2933098501,19350.5380142112,21132.2667387676,27059.3957067677
"CORO7",3.22766481396876,213.119581445648,83.7094642841947,110.484144353988,189.008612425746,61.0853636414316,18.6507380219481,44.9982734314799,338.262239907212,22.1377086863257
"COTL1",17371.2920287799,15701.6885278845,41649.9111124658,64326.9831610547,31941.8666880744,30382.8889820511,38863.8992336439,44720.0523994097,23702.217615407,30727.9302890731
"COX10",0,105.995982306301,52.541046731569,20.020616762132,75.956732096328,30.744951236747,10.7383037096065,9.14599053485364,129.1291538235,46.6473147319006
"COX11",114.582100895891,320.994925140359,398.955744673609,200.20616762132,291.461878974282,332.12638112328,232.286464455171,166.639947545033,310.19068472819,314.671716327058
"COX14",1312.0457468783,699.122436488369,966.220944131396,817.879269949319,532.285936551012,415.056841696085,642.885287877755,906.184742193299,802.144689240547,704.453515697007
"COX15",22.5936536977813,98.8544090303446,20.482102963154,31.1431816299831,65.9469301921607,28.7222570764347,4.23880409589729,15.9140235306453,64.56457691175,20.5564437801596
"COX17",585.82116373533,191.318989340097,440.810476815706,426.36498660096,270.264651412516,407.370603886898,698.272328064146,653.755403431338,309.488895848715,200.030010630014
"COX19",20.9798212907969,222.892260665378,117.549460484188,143.110334633018,167.222572987265,102.752863343865,86.4716035563046,131.519343891195,123.514842787696,56.9255366219803
"COX20",4.84149722095314,15.4107633849587,9.79578837368236,24.4696427092725,14.720296917893,14.1588591221861,4.52139103562377,14.6335848557658,21.0536663842663,10.2782218900798
"COX4I1",3413.25554077196,2697.63533692313,3638.6901177151,3337.51096467986,2137.97592435478,2123.42432949586,2761.72216194695,4076.18506157357,3584.73759636108,3634.53738682283
"COX5A",98.4437768260472,487.130471875767,159.404192626286,275.839608722708,398.625640536543,294.099730909409,125.186014298833,121.275834492159,376.860628278367,144.6857389142
"COX5B",453.486906362611,628.458448284168,533.425203257794,625.088145573233,496.957223948068,396.448055421212,595.693268943432,719.423615471587,752.317678797783,281.465153297569
"COX6A1",2248.06854292924,1000.19613091159,1505.87983089972,1660.22818260791,1273.01127745939,1197.43494290488,1525.6868875833,1799.7480174485,1143.21408466566,973.268549745247
"COX6B1",4068.47149800762,2019.56174798495,4897.00366062539,3809.10771507675,1862.41196605182,2334.59359983246,3330.56967161636,4871.88623810584,3033.1315370933,3024.16913304271
"COX6C",1223.28496449416,1380.20300364801,1259.20406912608,1000.28933378208,1022.76622985521,1285.21986946244,1009.11796176328,1313.91300023707,943.906042894606,830.954708190297
"COX7A2",1200.69131079638,929.908014985067,1002.73251897876,916.499345110932,1109.91038760913,877.444726743478,989.619462922153,1058.55694450396,841.444866491177,513.911094503989
"COX7A2L",666.512784084549,529.604039253823,546.783096494633,625.829649897756,536.996431564737,713.201960926119,557.26144514063,680.827535414505,332.647928871408,604.833826608541
"COX7B",1810.71996063647,1132.8790449333,998.279887899811,728.157246681987,1101.66702133511,981.006667751468,716.075305266915,654.852922295521,848.462755285933,838.861032721127
"COX7C",666.512784084549,1227.22298663146,399.846270889398,451.576133634756,724.238608360337,635.530505170126,390.252563762277,389.985036406159,538.272070557742,309.137289155477
"COX8A",629.394638723908,431.501374778843,805.035699073532,1116.70551273225,502.25653083851,416.270458192272,755.07230294917,1404.09246691073,555.115003665155,528.142478659484
"CPA5",0,20.6729752725055,0,15.5715908149916,10.598613780883,33.1721842291218,36.4537152247167,107.922688311273,22.4572441432174,14.2313841554951
"CPAMD8",984.437768260472,936.297843705659,503.147311920957,392.997291997406,193.719107439472,214.001042161042,467.398798307607,530.284531210814,628.802836010087,517.073624316321
"CPD",72.6224583142971,215.374815111739,38.2926272789401,140.885821659448,232.58069130271,113.675411809552,87.0367774357576,86.5210704597155,178.254375386788,30.0440332171563
"CPEB2",274.351509187345,210.864347779556,290.311546347314,191.308115727039,345.043759755412,413.843225199898,206.005879060608,267.794602860515,98.2504431265761,246.677325361915
"CPEB4",808.530035899175,722.050645426966,624.258877268303,599.876998539437,881.451379443434,738.283368513991,917.277206352173,558.820021679557,786.003545012609,1363.84098156828
"CPED1",309.855822141001,242.061746827156,978.688311152447,393.73879632193,806.083459223822,675.984388376372,515.43857806111,316.634192316633,746.001578882503,1187.52994453076
"CPLANE1",4.84149722095314,64.65003176129,122.002091563135,39.2997291997406,45.3385145071105,131.4751204203,27.4109331534691,14.0848254236746,88.4253988139185,41.1128875603191
"CPM",0,251.458553769204,31.1684175526257,0,28.8517819590703,114.889028305739,159.944207885191,4.93883488882097,50.5287993222392,185.007994021436
"CPNE1",340.518637873704,916.000740710836,1328.66511395764,1452.60697174136,664.768608812049,699.447640635995,400.143106652704,1002.21764280926,1803.59742025215,895.786569343107
"CPNE2",269.510011966392,525.845316477004,1046.36830355243,1379.19804361354,556.427223496356,938.934629216972,1382.13272220224,1221.72141564575,292.645962741302,768.494744396735
"CPNE3",311.469654547985,465.705752047897,254.690497715741,211.328732489171,461.039699468409,313.517594848407,232.851638334624,146.335848557658,326.331828956128,146.267003820366
"CPNE5",11580.8613525199,8531.17308654651,7846.42648731957,14297.6863854604,7090.47261941071,8436.65734266262,17981.5721486757,23041.8597940782,13305.9171548563,13757.7953160983
"CPNE8",379.250615641329,301.825438978581,162.966297489443,126.797239493503,420.411679975025,404.943370894523,302.085438567613,35.8522828966263,187.37763081997,316.252981233224
"CPOX",20.9798212907969,43.9770564887845,103.301041031559,32.62619027903,111.874256575987,88.1894653896165,109.926319553603,78.4725987890443,87.0218210549674,181.054831756021
"CPPED1",153.314078663516,495.399661984769,373.130484415719,320.329868194112,703.041380798571,368.534876008902,234.82974691271,288.647461279981,550.202481508826,122.548030227874
"CPQ",1370.14371352974,1989.11609349271,1673.2987594681,2810.30138994372,1881.84275798344,2072.45243665599,1881.74643163867,4708.72176696405,2444.33066721332,2832.83607939661
"CPSF1",85.5331175701722,217.254176500149,92.6147264420877,230.60784492678,258.488413878201,141.184052389799,46.9094319945966,88.5331883773833,342.472973184065,67.2037585120601
"CPSF2",495.446548944205,330.767604360088,371.34943198414,183.893072481805,412.168313701005,307.854051199533,217.591943589394,231.759400153191,196.500886253152,189.751788739935
"CPSF3",0,283.031825094485,122.892617778924,26.6941556828427,166.044949233833,103.157402175928,17.2378033233156,31.0963678185024,207.027719445285,14.2313841554951
"CPSF4",43.5734749885783,68.0328822604273,31.1684175526257,38.5582248752172,65.358118315445,36.4084948856215,30.236802550734,29.4500895222287,54.0377437196169,11.0688543431628
"CPSF6",106.512938860969,529.979911531505,275.172600678895,278.064121696278,319.136037179921,376.625652650151,378.383912293764,207.065225709086,315.103206884519,336.018792560301
"CPSF7",4.84149722095314,105.620110028619,47.1978894368332,67.4768935316301,90.0882171375053,29.1267959084972,13.2815861671448,14.4506650450688,112.988009595563,4.74379471849836
"CPT1A",242.074861047657,312.725735031356,284.077862836788,870.526076990481,757.800885333133,439.733710451895,677.07830758466,357.242390291383,334.051506630359,227.702146487921
"CPT2",19.3659888838126,87.2023684222051,29.3873651210471,64.5108762335365,52.4042570276991,25.485946419935,1.9781085780854,24.3283348227107,87.723609934443,15.0220166085781
"CPTP",159.769408291454,340.9161558575,325.042068763096,441.195073091428,219.626830014964,207.12388201598,342.212784008774,422.727682520935,503.88441546344,303.602861983895
"CPVL",40.3458101746095,497.279023373178,24.9347340421005,86.0145016447153,287.340195837272,198.224027710606,17.5203902630421,17.0115423948278,536.166703919316,11.0688543431628
"CR1",146.858749035579,110.130577360802,127.345248857871,48.9392854185449,89.4994052607896,51.780970503995,76.8636476056041,33.1084857361702,65.2663657912256,67.2037585120601
"CR1L",301.786660106079,27.814548548462,63.2273613210407,34.1091989280768,100.098019041673,69.5806791147433,127.729296756372,37.1327215715058,25.9661885405951,126.50119249329
"CRADD",96.8299444190628,86.0747515891594,56.1031515947262,92.688040565426,85.3777221237795,58.6581306490568,105.970102397432,97.1304194801457,80.7057211396875,126.50119249329
"CRAMP1",0,18.417741606414,23.1536816105219,46.7147724449747,22.9636631919131,13.3497814580612,9.32536901097403,0,2.10536663842663,6.32505962466448
"CRAT",9550.66018453356,7693.35377959351,16899.5159970336,20764.345599629,9565.24893724688,14572.702347386,17407.3554871515,15172.4666180794,12675.7107410873,6993.14404751967
"CRBN",13034.9243512128,6564.60932971471,6765.32766135135,3611.86756475352,9219.02755373804,9257.0620940853,8266.79833475861,4481.16952245689,4511.0989172688,7650.15961603169
"CRCP",16.1383240698438,72.1674773149284,14.2484194526289,46.7147724449747,52.9930689044149,24.2723299237477,11.3034775890594,16.0969433413424,77.8985656217854,18.9751788739934
"CREB1",547.089185967705,538.249101640508,289.421020131524,357.405084420283,564.081777893661,426.383928993834,364.537152247167,263.770367025179,428.793005359557,444.33543863268
"CREB3",133.948089779704,220.637026999286,287.639967699946,340.350484956244,240.235245700014,204.696649023605,232.569051394898,191.151202178441,432.301949756935,302.812229530812
"CREB3L2",22.5936536977813,121.030873413578,46.3073632210439,102.32759678423,165.456137357118,74.0306062674304,58.4954965233825,38.9619196784765,110.882642957136,143.895106461117
"CREB5",61.3256314654065,113.513427859939,81.0378856368268,120.865204897316,223.748513151974,103.56194100799,51.1482360904939,68.5949290114023,141.059564774584,98.0384241822995
"CREBBP",232.391866605751,345.802495467365,187.010505315754,306.982790352691,281.452077070115,192.560484061731,123.490492660474,183.10273050777,261.065463164902,299.64969971848
"CREBL2",243.688693454641,533.362762030643,366.896800905194,372.235170910751,587.045441085574,694.593174651245,550.196771647468,348.279319567227,348.08728421987,352.622074075045
"CREBRF",2783.86090204806,2647.64432399144,1242.28407102608,737.055298576268,1908.33929243565,1339.42807295881,1579.66099307106,1384.70296697684,1314.45057125769,2584.57748912852
"CREBZF",137.175754593672,359.333897463914,103.301041031559,203.172184919414,324.435344070362,171.524464794483,107.948210975518,113.044443010791,384.580305952598,98.8290566353826
"CREG1",7134.75307127795,5997.79393497038,6731.48766515136,3408.69537983411,7113.43628260262,6943.09997468802,9153.2735646806,7660.49875218271,7808.80486192438,9406.15429432917
"CRELD1",96.8299444190628,381.134489569466,1212.00617968924,1403.66768632281,922.079398936819,530.350408833886,1179.23529947863,1288.30422673948,461.075293815432,577.161690750634
"CRELD2",4.84149722095314,166.887291290772,84.599990499984,80.0824670485281,115.407127836281,39.2402667100587,19.215911901401,9.69474996694486,174.74543098941,2.37189735924918
"CREM",1434.69700980911,844.585007951271,1258.31354291029,716.293177489612,1128.16355578732,1593.47845949403,890.714034017883,987.401138142799,763.546300869392,2445.42617738591
"CRHBP",0,7.89331783132029,0,2.96601729809363,13.5426731644616,25.485946419935,20.6288466000335,16.4627829627366,5.61431103580435,11.0688543431628
"CRIP2",334.063308245767,137.569253631582,38.2926272789401,55.6128243392556,63.0028708085821,54.2082034963698,118.121340805671,82.6797544350769,153.691764605144,173.14850722519
"CRIPT",211.412045314954,162.376823958589,165.637876136811,63.0278675844897,171.344256124275,142.397668885986,83.3631472193133,60.5464573407311,80.003932260212,215.052027238592
"CRISPLD2",0,23.304081216279,21.3726291789433,43.0072508223577,115.995939712997,17.3951697786858,13.5641731068713,20.3040989873751,42.1073327685326,4.74379471849836
"CRK",248.530190675595,419.473461893021,275.172600678895,292.152703862223,493.424352687774,390.784511772337,320.736176589561,167.371626787822,174.74543098941,224.539616675589
"CRKL",3661.78573144756,3142.29224142084,2793.58073893105,3307.85079169892,2191.55780513591,2185.72330963348,2554.3033481877,2677.03142955166,1813.42246456481,2178.19240824383
"CRLF3",756.887398875674,735.582047423515,300.997860936785,323.295885492206,628.85108433239,603.167398605129,375.275455956773,417.240088200023,335.45508438931,262.489974423576
"CRLS1",200.115218466063,170.646014067591,442.591529247285,172.770507613954,260.843661385064,351.544245062279,375.840629836226,450.714413557587,498.270104427636,399.269388806946
"CRNKL1",305.014324920048,181.170437842685,43.635784573676,124.572726519933,197.251978699766,88.1894653896165,57.6477357042031,93.8378628875984,77.1967767423098,67.2037585120601
"CROCCP2",30.6628157327032,133.058786299399,79.2568332052482,103.810605433277,163.68970172697,44.9038103589332,7.62984737261512,27.0721319831668,259.661885405951,19.7658113270765
"CROT",50.0288046165158,54.8773525415601,0,21.5036254111788,18.8419800549031,84.1440770689919,9.60795595070052,24.1454150120136,75.0914101038832,2.37189735924918
"CRTAP",1370.14371352974,1727.5089882261,2552.24813445215,2994.19446242552,2120.90037993003,2387.18364800058,2767.93907462093,2635.14279290203,2716.62475244983,2290.46221658163
"CRTC2",66.1671286863596,208.984986391147,163.856823705232,181.668559508235,160.156830466676,72.0079121071181,80.8198647617749,113.410282632185,210.536663842663,94.0852619168842
"CRTC3",0,174.780609122092,32.058943768415,76.374945425911,106.574949685545,59.0626694811193,24.8676506959307,45.3641130528741,162.113231158851,17.3939139678273
"CRY1",58.0979666514377,197.332945783007,48.9789418684118,117.157683274698,285.573760207125,138.756819397424,109.36114567415,78.8384384104384,209.834874963188,90.9227321045519
"CRY2",80.691620349219,95.4715585312074,11.576840805261,99.3615794861367,86.555345877211,28.7222570764347,12.1512384082389,28.1696508473492,112.286220716087,8.69695698391367
"CRYBB2P1",117.80976570986,66.5293931496996,75.694728342091,199.464663296797,154.268711699519,120.148033122551,98.90542890427,102.069254368967,282.820918428644,117.804235509376
"CRYBG1",0,395.041763843697,0,173.512011938478,308.537423399038,120.957110786676,10.45571676988,37.8644008142941,138.252409256682,33.9971954825716
"CRYL1",2540.17220859341,2001.14400637854,3801.65641520454,5662.86852638527,2999.9965118666,3583.40497440928,4036.47184705312,4883.95894561184,3153.13743548362,4863.97085136699
"CRYZ",0,67.6570099827454,14.2484194526289,51.9053027166386,121.295246603438,86.1667712293042,11.8686514685124,8.7801509134595,141.76135365406,21.3470762332426
"CRYZL1",234.005699012735,317.236202363539,76.5852545578802,189.083602753469,308.537423399038,272.254633978036,169.834750775618,137.372777833502,143.164931413011,91.713364557635
"CRYZL2P",351.815464722595,567.943011577379,260.924181226266,174.995020587524,451.029897564242,586.581306490568,495.940079219983,635.463422361631,270.188718598084,626.180902841784
"CS",103.285274047,314.605096419766,111.315776973663,400.41233524264,252.600295111044,201.055799535043,121.794971022115,251.514739708475,401.423239060011,152.592063445031
"CSAD",0,57.8843307630155,5.34315729473583,22.9866340602257,28.8517819590703,9.70893196949906,24.8676506959307,26.7062923617726,39.3001772506305,1.58126490616612
"CSDE1",7205.76169718526,6672.10880113174,8708.45586420362,7219.2861035599,11793.9018906159,15929.1210512915,9060.30246151059,7472.45718678612,4657.77279307918,8624.21879823002
"CSE1L",185.590726803204,402.183337119653,138.031563447342,87.4975102937622,400.980888043406,244.341454565726,167.574055257806,108.837287364758,174.74543098941,109.107278525462
"CSF1",1.61383240698438,84.9471347561136,17.8105243157861,5.19053027166386,35.3287126029432,17.3951697786858,36.1711282849902,14.0848254236746,51.9323770811902,34.7878279356547
"CSF1R",27.4351509187345,543.511313528054,156.732613978918,114.191665976605,304.415740262028,296.931502733846,124.338253479654,160.054834359939,159.306075640948,18.9751788739934
"CSF2RA",8.0691620349219,50.3668852093771,10.6863145894717,56.354328663779,88.9105933840738,48.5446598474953,16.1074555644097,25.7916933082873,120.707687269794,6.32505962466448
"CSF2RB",71.0086259073127,523.590082810913,221.741027731537,190.566611402516,507.555837728951,161.815532824984,254.045658814111,308.951560267356,437.916260792739,35.5784603887377
"CSF3R",171.066235140344,1656.09325546653,951.972524678767,1218.29160519196,2631.98908891927,586.985845322631,451.008755803471,1598.90206530311,2235.19758112961,464.101249959756
"CSGALNACT1",43.5734749885783,188.687883396323,14.2484194526289,11.1225648678511,137.781979151479,40.8584220383086,0.847760819179457,43.5349149459033,105.268331921332,7.9063245308306
"CSGALNACT2",54.8703018374689,260.47948843357,183.448400452597,285.479164941512,536.996431564737,428.002084322084,415.967975277387,154.933079660421,362.824850688856,234.027206112586
"CSK",616.483979468033,858.492282225502,1095.34724542085,1067.76622731371,512.855144619393,580.917762841694,694.033523968249,664.547672262466,815.478677950582,766.913479490569
"CSNK1A1",1586.39725606565,1650.07929902362,2093.62713332066,982.493229993516,1697.54464057142,2277.55362451166,1845.29271641395,1441.59102810363,2039.39848375593,2459.6575615414
"CSNK1D",74.2362907212815,448.415627274529,233.317868536798,531.658600683284,534.052372181159,203.078493695355,142.706404561875,269.257961346091,553.711425906204,127.291824946373
"CSNK1G1",0,69.160499093473,16.9199980999968,24.4696427092725,51.2266332742677,21.036019267248,9.60795595070052,20.121179176678,14.7375664689864,4.74379471849836
"CSNK1G2",154.9279110705,333.774582581544,398.065218457819,627.312658546803,372.717917961051,287.62710959641,279.761070329221,523.882337836417,180.359742025215,218.214557050925
"CSNK1G3",309.855822141001,336.405688525317,161.185245057864,126.797239493503,253.777918864476,248.386842886351,131.402926972816,99.8742166406018,221.063497034796,354.993971434294
"CSNK2A1",40.3458101746095,277.393740929256,53.4315729473583,160.164934097056,126.005741617164,117.316261298114,67.5382785946301,57.9855799909721,187.37763081997,88.5508347453028
"CSNK2A2",190.432224024157,373.992916293509,171.871559647336,218.002271409882,253.18910698776,258.500313687913,256.306354331923,234.137357692253,106.671909680283,202.401907989263
"CSNK2B",150.086413849547,171.773630900637,146.936825605235,163.872455719673,131.305048507606,102.752863343865,136.206904948166,157.859796631574,244.222530057489,179.473566849855
"CSPP1",300.172827699095,346.930112300411,241.332604478902,71.1844151542472,193.130295562756,271.041017481849,139.315361285157,100.788815694087,128.427364944025,94.0852619168842
"CSRNP1",66.1671286863596,69.160499093473,22.2631553947326,127.538743818026,249.656235727466,84.5486159010543,98.6228419645435,172.310461676643,315.103206884519,63.2505962466448
"CSRNP2",138.789587000657,101.109642696436,134.469458584185,109.001135704941,140.726038535057,132.688736916487,185.377032460575,145.421249504173,213.343819360565,62.4599637935618
"CSRP1",1236.19562375004,559.297949190695,816.612539878793,4236.95571032675,1635.71939351627,1199.86217589726,2936.92606457737,1679.75262163122,1068.82446344125,2507.88614117947
"CST3",16788.6985298585,21977.2520760618,45597.6138270598,36714.1036201275,16080.4523531063,26828.6108035503,28621.2530163177,44867.4857668315,27792.94499387,30667.0515901857
"CST7",521.267867455955,2276.2825136417,1159.46513295768,2358.72525630896,1666.92642298221,485.851137307016,808.481234557476,713.387261718584,3399.46533217953,866.533168579034
"CSTA",29.0489833257188,133.434658577081,50.7599942999904,51.1637983921152,147.20296917893,63.1080578017439,18.0855641424951,27.620891415258,54.0377437196169,14.2313841554951
"CSTB",158.155575884469,357.454536075505,253.799971499952,209.845723840124,386.260591125513,221.687279970229,174.921315690695,487.481295507699,307.383529210288,259.327444611244
"CSTF1",0,214.247198278694,27.6063126894685,100.10308381066,78.9007914799066,51.780970503995,15.8248686246832,27.0721319831668,155.797131243571,15.0220166085781
